"discourse_list","speakers","X1","X2","X3","structure","f0_s1","f0_s2"
"suborn_1265_1_2","1265",0.166666666666667,1.16666666666667,2.22222222222222,2,0.271814243372036,0.389219438109565
"suborn_1265_1_3","1265",0.185185185185185,1.16666666666667,2.22222222222222,2,0.491431147468789,-0.519819640084675
"suborn_1265_2_1","1265",0.166666666666667,1.16666666666667,2.22222222222222,1,0.440597852936668,-0.534525648596578
"suborn_1265_2_2","1265",0.185185185185185,1.16666666666667,2.2,1,-1.58684551692939,0.351982953344186
"suborn_1265_2_4","1265",0.166666666666666,1.18518518518519,2.22222222222222,1,0.477792100132677,0.00692967485297785
"suborn_1266_1_1","1266",0.166666666666667,1.16666666666667,2.22222222222222,2,-1.06646666126002,0.941630650331985
"suborn_1266_1_2","1266",0.166666666666667,1.18518518518519,2.2,2,-0.744809656473625,0.23238671857943
"suborn_1266_1_3","1266",0.185185185185186,1.16666666666667,2.2,2,-0.204338892736066,-0.184048436021988
"suborn_1266_1_4","1266",0.166666666666666,1.18518518518519,2.22222222222222,2,-0.875672315691371,0.535973244418923
"suborn_1266_2_1","1266",0.185185185185186,1.16666666666667,2.2,1,-0.899428700279007,0.248171047673598
"suborn_1266_2_2","1266",0.166666666666667,1.16666666666667,2.22222222222222,1,-1.81977139642088,0.164606122512669
"suborn_1266_2_4","1266",0.185185185185185,1.16666666666667,2.2,1,-0.76836027337056,0.42578896454173
"suborn_1267_1_2","1267",0.185185185185185,1.18518518518519,2.2,2,-1.0533235512015,0.40943090200725
"suborn_1267_1_4","1267",0.166666666666666,1.18518518518519,2.2,2,-0.404006847245854,0.130712372695839
"suborn_1267_2_1","1267",0.166666666666667,1.16666666666667,2.2,1,-0.0625252057949613,0.552322495649124
"suborn_1267_2_2","1267",0.166666666666667,1.16666666666667,2.2,1,-1.20339902972238,0.315999271934012
"suborn_1267_2_3","1267",0.185185185185186,1.18518518518519,2.2,1,-1.11293311019807,1.03986770335772
"suborn_1267_2_4","1267",0.185185185185185,1.16666666666667,2.2,1,-0.465088462096302,0.0220067989682682
"suborn_1268_2_1","1268",0.185185185185186,1.16666666666667,2.22222222222222,1,0.564856775056785,-0.357645381606159
"suborn_1269_1_2","1269",0.166666666666667,1.16666666666667,2.2,2,3.64658612645726,0.247479337079245
"suborn_1269_1_3","1269",0.166666666666667,1.16666666666667,2.2,2,1.92073683386773,-0.516748283251661
"suborn_1269_1_4","1269",0.185185185185185,1.18518518518519,2.2,2,-0.592353431520611,0.571100633375634
"suborn_1269_2_3","1269",0.240740740740741,1.16666666666667,2.22222222222222,1,-0.926379196961579,-1.54863944308054
"suborn_1269_2_4","1269",0.185185185185185,1.18518518518519,2.2,1,-0.831540355218838,-0.09601378277115
"suborn_1273_1_1","1273",0.166666666666667,1.18518518518519,2.22222222222222,2,0.329629390180638,-1.02313773186218
"suborn_1273_1_2","1273",0.166666666666667,1.18518518518519,2.2,2,-1.58115048801983,0.282044264616387
"suborn_1273_1_3","1273",0.166666666666667,1.16666666666667,2.37777777777778,2,-1.1032294951838,0.742372788624422
"suborn_1273_1_4","1273",0.185185185185185,1.18518518518519,2.22222222222222,2,-0.468922545749077,-0.139479995733836
"suborn_1273_2_1","1273",0.185185185185185,1.16666666666667,2.2,1,-0.334669023555858,-0.412153080704898
"suborn_1273_2_2","1273",0.166666666666667,1.16666666666667,2.2,1,-1.09876517803082,0.642396756152581
"suborn_1273_2_3","1273",0.166666666666667,1.18518518518518,2.2,1,-1.59322758944798,-0.671163490944483
"suborn_1273_2_4","1273",0.166666666666666,1.18518518518519,2.2,1,1.12650511971138,0.327625257015744
"suborn_1284_1_1","1284",0.185185185185186,1.18518518518519,2.22222222222222,2,-0.121766061742869,-1.12665563528581
"suborn_1284_1_2","1284",0.166666666666667,1.16666666666667,2.22222222222222,2,0.906877633714296,1.00395835848053
"suborn_1284_1_3","1284",0.166666666666667,1.16666666666667,2.2,2,0.29852861340866,2.73106769474662
"suborn_1284_1_4","1284",0.296296296296296,1.18518518518519,2.2,2,-0.468381418478196,0.0338893565510118
"suborn_1284_2_1","1284",0.166666666666667,1.16666666666667,2.22222222222222,1,-0.239210114732002,-0.12263823468205
"suborn_1284_2_3","1284",0.166666666666667,1.16666666666667,2.22222222222222,1,-1.30869175924241,-0.917323991344198
"suborn_1284_2_4","1284",0.166666666666666,1.18518518518519,2.22222222222222,1,-1.03959699539538,0.110355749098802
"suborn_207_1_1","207",0.166666666666667,1.16666666666667,2.22222222222222,2,0.133602005738719,0.468868705041161
"suborn_207_1_2","207",0.185185185185186,1.16666666666667,2.2,2,-3.15630697744411,1.94089206376211
"suborn_207_1_3","207",0.166666666666667,1.16666666666667,2.22222222222222,2,-1.97833823290463,-0.167303575403706
"suborn_207_1_4","207",0.166666666666666,1.18518518518519,2.2,2,0.221557643475551,-0.662293212187575
"suborn_207_2_1","207",0.185185185185185,1.16666666666667,2.22222222222222,1,2.74560206875845,-1.07028624215987
"suborn_207_2_2","207",0.166666666666667,1.16666666666667,2.2,1,-1.20957571024966,0.804372777523539
"suborn_207_2_3","207",0.185185185185186,1.18518518518518,2.31111111111111,1,-0.99785056981902,0.760486962895683
"suborn_28_1_1","28",0.185185185185185,1.18518518518519,2.22222222222222,2,0.322498727444286,0.567377729860923
"suborn_28_1_2","28",0.166666666666667,1.18518518518519,2.2,2,-0.809831225860199,-0.61215623679805
"suborn_28_1_3","28",0.185185185185185,1.18518518518519,2.22222222222222,2,0.663994116141019,0.333198475325674
"suborn_28_1_4","28",0.185185185185185,1.16666666666667,2.2,2,-0.73547674649143,-0.83267458211139
"suborn_28_2_1","28",0.185185185185185,1.18518518518519,2.22222222222222,1,-0.370049873079191,-0.357092985072641
"suborn_28_2_3","28",0.185185185185185,1.18518518518519,2.2,1,-0.260556299520481,-0.0832572670591162
"suborn_28_2_4","28",0.185185185185185,1.18518518518519,2.22222222222222,1,0.84493692743044,0.501021290074464
"suborn_930_1_1","930",0.166666666666667,1.16666666666667,2.2,2,0.165717388619493,0.668818225787493
"suborn_930_1_2","930",0.166666666666667,1.16666666666667,2.22222222222222,2,-0.0570334376561905,0.398626528948048
"suborn_930_1_3","930",0.185185185185185,1.16666666666667,2.2,2,-0.702004735918663,-0.702427638903989
"suborn_930_1_4","930",0.166666666666666,1.18518518518518,2.2,2,0.428993938709498,-0.280015998024883
"suborn_930_2_1","930",0.166666666666667,1.18518518518519,2.2,1,0.149563598080943,-0.0605968686218574
"suborn_930_2_2","930",0.185185185185185,1.18518518518519,2.2,1,-2.134581378823,0.861899569425657
"suborn_930_2_3","930",0.185185185185185,1.16666666666667,2.2,1,-0.25719220914945,-1.61922341092005
"suborn_933_1_1","933",0.166666666666667,1.16666666666667,2.2,2,-0.0692965448874444,0.160222533709397
"suborn_933_1_3","933",0.166666666666667,1.18518518518519,2.2,2,-0.156618107133257,0.0213265366491023
"suborn_933_1_4","933",0.185185185185185,1.18518518518519,2.22222222222222,2,-0.825925060052149,-0.747452409067459
"suborn_933_2_1","933",0.185185185185185,1.16666666666667,2.22222222222222,1,-0.895644539527838,1.08094676958976
"suborn_933_2_2","933",0.185185185185186,1.16666666666667,2.22222222222222,1,-0.568275515946808,0.795899907567864
"suborn_933_2_4","933",0.185185185185185,1.16666666666667,2.2,1,-0.506746603731267,1.4230813743424
"suborq_1067_1_1","1067",0.185185185185185,1.16666666666667,2.2,2,0.507953479571079,-0.764329885500714
"suborq_1067_1_2","1067",0.185185185185184,1.18518518518519,2.22222222222222,2,0.839099872450308,-0.196870060566799
"suborq_1067_1_3","1067",0.185185185185184,1.18518518518519,2.22222222222222,2,0.151194287487894,-0.566112870588533
"suborq_1067_1_4","1067",0.166666666666666,1.16666666666667,2.2,2,0.554551025623341,0.329243211859008
"suborq_1067_2_1","1067",0.185185185185183,1.16666666666667,2.2,1,-0.0995384328722847,-0.542093705110767
"suborq_1067_2_3","1067",0.185185185185186,1.18518518518518,2.22222222222222,1,1.11810462739838,-1.01126866183874
"suborq_1067_2_4","1067",0.185185185185185,1.16666666666667,2.22222222222222,1,0.220670696109909,-0.427333942536505
"suborq_107_1_1","107",0.166666666666667,1.18518518518519,2.22222222222222,2,0.237055578912661,-0.405556281741667
"suborq_107_1_2","107",0.185185185185185,1.18518518518519,2.2,2,0.65749371850071,0.180848701102686
"suborq_107_1_3","107",0.166666666666667,1.16666666666667,2.2,2,0.13504898197515,-0.191032396196206
"suborq_107_1_4","107",0.185185185185185,1.18518518518518,2.22222222222222,2,0.563532647596001,0.15328216814517
"suborq_107_2_2","107",0.166666666666667,1.16666666666667,2.22222222222222,1,0.296458851080446,-0.54953234410815
"suborq_107_2_3","107",0.185185185185186,1.16666666666667,2.22222222222222,1,2.31603758937595,1.11891803007105
"suborq_107_2_4","107",0.185185185185185,1.18518518518519,2.22222222222222,1,0.51623973904156,-0.454046346889307
"suborq_1141_1_1","1141",0.185185185185185,1.16666666666667,2.2,2,-0.588843846988707,-0.554599656494405
"suborq_1141_1_2","1141",0.166666666666667,1.16666666666667,2.22222222222222,2,-0.427918319554272,0.902304002512035
"suborq_1141_1_3","1141",0.166666666666667,1.16666666666667,2.22222222222222,2,0.455064557120666,-0.160474616482734
"suborq_1141_1_4","1141",0.166666666666666,1.16666666666667,2.22222222222222,2,-0.395362836578271,-0.696631287794914
"suborq_1141_2_1","1141",0.166666666666667,1.18518518518519,2.22222222222222,1,0.166956531069689,0.224181043269436
"suborq_1141_2_2","1141",0.185185185185186,1.18518518518519,2.22222222222222,1,0.0318606034516609,0.187009001392164
"suborq_1141_2_3","1141",0.166666666666667,1.16666666666667,2.2,1,0.103062534870896,-1.11782993768523
"suborq_1141_2_4","1141",0.185185185185185,1.18518518518519,2.22222222222222,1,0.765133387585421,-0.0883277355378091
"suborq_1154_1_1","1154",0.185185185185185,1.18518518518518,2.22222222222222,2,0.610344829852343,-0.869088346451663
"suborq_1154_1_2","1154",0.185185185185185,1.18518518518519,2.2,2,1.9220154108823,-0.304002543674868
"suborq_1154_1_4","1154",0.185185185185185,1.16666666666667,2.22222222222222,2,0.00921758927763106,-0.507569160161291
"suborq_1154_2_2","1154",0.166666666666667,1.18518518518519,2.22222222222222,1,1.78043755671185,-0.156129378124636
"suborq_1154_2_3","1154",0.166666666666667,1.18518518518519,2.2,1,1.68904486844496,1.68162973435011
"suborq_1154_2_4","1154",0.185185185185185,1.16666666666667,2.2,1,-0.268415363842444,-0.36166162829372
"suborq_1224_1_2","1224",0.166666666666667,1.16666666666667,2.2,2,-0.605267607271563,-0.157118798064627
"suborq_1224_1_4","1224",0.166666666666666,1.18518518518519,2.2,2,-1.18583645644299,-0.326022584793194
"suborq_1224_2_1","1224",0.185185185185185,1.16666666666667,2.22222222222222,1,-0.949984273523002,-0.615189891766437
"suborq_1224_2_3","1224",0.166666666666667,1.16666666666667,2.2,1,-0.498628151168356,-0.0765724229394609
"suborq_1229_1_1","1229",0.166666666666667,1.18518518518519,2.2,2,-0.282802704751045,-0.145816532481228
"suborq_1229_1_2","1229",0.185185185185184,1.18518518518519,2.22222222222222,2,1.5115180215302,0.450915977860321
"suborq_1229_1_3","1229",0.185185185185186,1.16666666666667,2.2,2,-0.87316232985409,0.238368135005472
"suborq_1229_1_4","1229",0.185185185185185,1.18518518518519,2.22222222222222,2,-0.336362098765651,-0.467897918717166
"suborq_1229_2_1","1229",0.166666666666667,1.18518518518519,2.2,1,0.237952836138925,-0.463030192339189
"suborq_1229_2_2","1229",0.166666666666667,1.16666666666667,2.2,1,-0.966394161515868,0.0395712291621118
"suborq_1229_2_4","1229",0.166666666666666,1.16666666666667,2.2,1,0.450255882596304,-0.268344127132907
"suborq_1237_1_1","1237",0.185185185185185,1.18518518518519,2.2,2,-0.287988315446561,-1.3264231983919
"suborq_1237_1_3","1237",0.166666666666667,1.16666666666667,2.2,2,2.67136814700967,2.24175529256541
"suborq_1237_2_1","1237",0.166666666666667,1.18518518518519,2.4,1,-0.497289080782733,-1.23695823182674
"suborq_1237_2_2","1237",0.185185185185186,1.16666666666667,2.2,1,1.47346557155658,-0.226475952274435
"suborq_1237_2_3","1237",0.166666666666667,1.16666666666667,2.2,1,-1.28475410299807,0.0132421370443071
"suborq_1237_2_4","1237",0.166666666666666,1.16666666666667,2.28888888888889,1,-1.23670714442398,0.204365228014616
"suborq_1240_1_2","1240",0.166666666666667,1.18518518518519,2.33333333333333,2,-2.13793806943921,0.498054309314902
"suborq_1240_1_3","1240",0.166666666666667,1.18518518518518,2.2,2,-1.1328895238321,-0.953027317404831
"suborq_1240_1_4","1240",0.185185185185185,1.18518518518519,2.22222222222222,2,0.354991062075506,0.30083928196166
"suborq_1240_2_2","1240",0.185185185185185,1.18518518518519,2.2,1,0.390307014647109,-0.116899764527866
"suborq_1240_2_4","1240",0.166666666666666,1.18518518518519,2.22222222222222,1,0.146111155290597,-0.255490378730716
"suborq_1241_1_1","1241",0.166666666666667,1.16666666666667,2.2,2,0.160289289118464,-0.933965946973681
"suborq_1241_1_2","1241",0.185185185185186,1.18518518518518,2.22222222222222,2,-0.159482848328886,-1.04020172417982
"suborq_1241_1_3","1241",0.185185185185186,1.18518518518519,2.2,2,1.75640862496496,0.961487225314994
"suborq_1241_1_4","1241",0.185185185185185,1.18518518518518,2.2,2,0.981517493060317,-0.987615304297271
"suborq_1241_2_1","1241",0.166666666666667,1.16666666666667,2.2,1,1.78728174381361,-1.0815124525351
"suborq_1241_2_3","1241",0.166666666666667,1.16666666666667,2.2,1,2.08784559813582,-1.11928684652192
"suborq_1241_2_4","1241",0.185185185185185,1.18518518518519,2.2,1,-0.313234957509981,-1.11267610735804
"suborq_1243_1_1","1243",0.166666666666667,1.18518518518519,2.2,2,0.275655175333593,-0.686411577495059
"suborq_1243_1_3","1243",0.185185185185186,1.16666666666667,2.2,2,1.31652323853123,-0.254958184258962
"suborq_1243_1_4","1243",0.185185185185185,1.16666666666667,2.22222222222222,2,-0.404472683138275,-0.00893134353085706
"suborq_1243_2_2","1243",0.185185185185186,1.18518518518519,2.2,1,0.61870785054275,-0.715405843146954
"suborq_1243_2_4","1243",0.185185185185185,1.16666666666667,2.22222222222222,1,0.886106255189266,-0.238011394119348
"suborq_1244_1_1","1244",0.166666666666667,1.18518518518519,2.2,2,0.419057328913306,-0.600751740950964
"suborq_1244_1_2","1244",0.185185185185186,1.18518518518518,2.2,2,0.281460608520983,-0.607503111034755
"suborq_1244_1_3","1244",0.166666666666667,1.18518518518518,2.22222222222222,2,2.11479600093568,1.00475536094893
"suborq_1244_1_4","1244",0.166666666666666,1.18518518518519,2.2,2,0.593522836211654,-0.834002236568177
"suborq_1244_2_1","1244",0.185185185185186,1.18518518518519,2.22222222222222,1,-0.00840363811757239,-0.855951187597552
"suborq_1244_2_2","1244",0.166666666666667,1.16666666666667,2.2,1,1.89745814936567,-0.601634925418638
"suborq_1244_2_3","1244",0.185185185185186,1.16666666666667,2.2,1,2.45853442629913,1.48561413210834
"suborq_1244_2_4","1244",0.166666666666666,1.18518518518519,2.2,1,0.178156979154215,0.446701013991387
"suborq_1253_1_3","1253",0.185185185185186,1.18518518518519,2.2,2,0.056341744179159,-0.155914004772053
"suborq_1253_1_4","1253",0.185185185185185,1.18518518518518,2.2,2,0.637329780386625,0.660171353332427
"suborq_1253_2_2","1253",0.185185185185184,1.16666666666667,2.22222222222222,1,0.471232401659354,-0.0656157707073825
"suborq_1253_2_3","1253",0.166666666666667,1.16666666666667,2.2,1,-0.0665182465773327,-0.323114664561062
"suborq_1253_2_4","1253",0.185185185185185,1.16666666666667,2.22222222222222,1,0.182069398290863,0.605622344252128
"suborq_1254_1_2","1254",0.185185185185185,1.16666666666667,2.22222222222222,2,-1.97696450531219,-0.0287295530899069
"suborq_1254_1_4","1254",0.185185185185185,1.16666666666667,2.26666666666667,2,-1.90896799396856,0.349468252990793
"suborq_1254_2_1","1254",0.166666666666667,1.18518518518519,2.2,1,0.285233363393918,-0.0567080541224537
"suborq_1254_2_3","1254",0.166666666666667,1.16666666666667,2.2,1,0.464114418977687,-0.32535614378505
"suborq_1254_2_4","1254",0.166666666666666,1.16666666666667,2.2,1,0.459732968545887,-0.529081185971729
"suborq_1256_1_1","1256",0.185185185185185,1.16666666666667,2.2,2,-0.210496289856006,-0.614974003543931
"suborq_1256_1_2","1256",0.185185185185185,1.16666666666667,2.2,2,-0.374866721426573,-0.254360216695377
"suborq_1256_1_4","1256",0.185185185185185,1.16666666666667,2.2,2,-0.108109446155815,-0.471451584160951
"suborq_1256_2_3","1256",0.166666666666667,1.18518518518519,2.22222222222222,1,-0.205680728092521,-0.575447648638208
"suborq_1257_1_1","1257",0.166666666666667,1.16666666666667,2.2,2,2.4346453262524,0.0221726546455465
"suborq_1257_1_3","1257",0.166666666666667,1.16666666666667,2.2,2,0.721597795206842,-0.519263498134977
"suborq_1257_1_4","1257",0.185185185185185,1.16666666666667,2.22222222222222,2,0.543903984064204,-0.342494335716425
"suborq_1257_2_1","1257",0.185185185185185,1.18518518518518,2.22222222222222,1,0.342393033125032,-0.893839855544526
