experiment,participant,item,condition,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
suborq,1067,1,1,1,SAID,3,0.250,0,0.250,0.9,198.517,253.84,0,175.46,0.205,235.493,--undefined--,186.034,175.840,68.818,76.171
suborq,1067,1,1,2,MARION,6,0.540,0.060,0.600,1.15,224.463,248.32,0.234,177.75,0.046,184.899,236.753,243.814,236.069,67.837,77.613
suborq,1067,1,1,3,OR,2,0.140,0,0.140,1.75,176.986,181.66,0.055,168.41,0.140,--undefined--,181.340,179.517,171.938,63.944,68.419
suborq,1067,1,1,4,MARVIN,6,0.360,0,0.360,1.89,197.202,242.71,0.235,162.83,0.090,167.769,190.749,232.788,197.504,67.600,80.108
suborq,1067,1,1,5,AND,3,0.140,0,0.140,2.25,158.157,174.18,0,151.27,0.052,164.581,154.019,156.452,153.888,58.468,64.397
suborq,1067,1,1,6,SARAH,4,0.250,0,0.250,2.39,261.793,364.93,0.140,158.50,0.200,259.592,281.451,244.828,258.688,72.224,76.736
suborq,1067,1,1,7,ARRIVED,4,0.360,0,0.360,2.64,87.594,95.44,0.178,74.18,0.070,80.788,91.341,95.031,--undefined--,64.296,71.656
suborq,1067,1,1,8,THAT,3,0.220,0,0.220,4,178.846,222.17,0,92.48,0.220,219.641,178.886,159.017,92.482,66.258,78.450
suborq,1067,1,1,9,MARION,6,0.530,0.110,0.640,4.22,194.665,214.97,0.485,79.15,0.030,159.669,207.735,207.430,207.821,67.186,75.428
suborq,1067,1,1,10,OR,2,0.110,0,0.110,4.86,175.014,181.05,0.055,166.62,0.110,--undefined--,181.046,177.745,171.137,61.198,65.992
suborq,1067,1,1,11,MARVIN,6,0.400,0,0.400,4.97,176.330,194.46,0.280,162.94,0.012,165.488,168.950,185.647,185.235,65.281,78.296
suborq,1067,1,1,12,AND,3,0.120,0,0.120,5.37,159.848,173.88,0,152.62,0.061,168.340,157.096,156.449,157.508,60.760,65.281
suborq,1067,1,1,13,NOLAN,5,0.390,0,0.390,5.49,182.854,278.55,0.390,152.43,0.096,157.952,156.480,174.654,242.332,63.266,68.710
suborq,1067,1,1,14,ARRIVED,4,0.430,0.050,0.480,5.88,261.018,368.18,0.160,156.58,0.180,301.091,272.372,202.685,--undefined--,64.169,76.153
suborq,1067,1,2,1,SAID,3,0.490,0,0.490,0.88,203.788,252.34,0.132,187.77,0.359,226.188,212.077,191.747,192.434,68.844,83.281
suborq,1067,1,2,2,MARION,6,0.670,0,0.670,1.37,227.225,273.27,0.440,176.16,0.133,179.601,234.617,269.883,183.162,65.977,78.278
suborq,1067,1,2,3,OR,1,0.040,0,0.040,2.04,181.315,183.87,0,179.49,0.040,182.915,181.155,180.841,180.348,65.293,66.184
suborq,1067,1,2,4,SARAH,4,0.340,0,0.340,2.08,219.670,239.72,0.283,175.97,0.022,177.237,212.833,218.818,234.231,74.208,82.068
suborq,1067,1,2,5,AND,3,0.090,0,0.090,2.42,203.060,220.44,0,189.75,0.090,214.287,205.830,199.936,192.186,68.024,77.570
suborq,1067,1,2,6,NOLAN,5,0.270,0,0.270,2.51,249.087,313.64,0.168,185.13,0.270,193.970,255.391,307.366,239.621,68.977,73.518
suborq,1067,1,2,7,ARRIVED,4,0.350,0.290,0.640,2.78,146.664,185.13,0,94.89,0.252,158.642,146.446,94.910,--undefined--,66.092,74.937
suborq,1067,1,2,8,THAT,3,0.340,0,0.340,4.11,173.620,203.53,0,158.80,0.192,190.047,170.614,161.774,--undefined--,60.315,78.364
suborq,1067,1,2,9,MARION,6,0.550,0,0.550,4.45,179.555,198.43,0.314,85.25,0.072,124.708,181.052,196.607,189.138,66.659,77.048
suborq,1067,1,2,10,OR,1,0.080,0,0.080,5,162.414,176.48,0,154.33,0.073,172.066,164.416,158.228,154.948,65.558,68.176
suborq,1067,1,2,11,MARVIN,6,0.410,0,0.410,5.08,199.937,266.81,0.402,155.10,0,161.586,175.856,220.453,261.725,66.105,79.112
suborq,1067,1,2,12,AND,3,0.280,0,0.280,5.49,267.782,291.94,0.202,257.23,0.160,266.196,266.418,270.866,--undefined--,62.854,70.766
suborq,1067,1,2,13,NOLAN,5,0.340,0,0.340,5.77,192.236,255.30,0.340,168.55,0.156,177.487,172.275,184.714,231.524,66.855,72.264
suborq,1067,1,2,14,ARRIVED,4,0.400,0.080,0.480,6.11,257.849,368.53,0.177,158.22,0.197,270.205,302.478,192.327,--undefined--,64.138,75.959
suborq,1067,1,3,1,SAID,3,0.230,0,0.230,0.92,225.014,303.85,0,178.02,0.162,292.367,--undefined--,188.680,--undefined--,62.787,73.443
suborq,1067,1,3,2,SARAH,4,0.630,0,0.630,1.15,185.366,223.71,0.175,151.51,0.442,220.600,201.750,155.625,181.746,67.596,78.034
suborq,1067,1,3,3,OR,1,0.100,0,0.100,1.78,180.673,185.04,0.035,173.23,0.100,183.664,184.474,179.887,174.666,67.161,68.646
suborq,1067,1,3,4,MARVIN,6,0.450,0,0.450,1.88,201.972,254.04,0.387,163.06,0.136,172.517,175.702,213.356,246.311,66.565,75.758
suborq,1067,1,3,5,AND,3,0.130,0,0.130,2.33,181.640,219.91,0,166.80,0.130,204.777,181.988,171.855,167.942,62.224,67.925
suborq,1067,1,3,6,NOLAN,5,0.380,0,0.380,2.46,195.427,245.74,0.234,147.78,0.372,168.870,200.251,238.401,173.488,66.107,71.427
suborq,1067,1,3,7,ARRIVED,4,0.380,0,0.380,2.84,138.957,139.73,0.092,138.64,0.052,138.950,138.986,--undefined--,--undefined--,64.339,75.051
suborq,1067,1,3,8,THAT,3,0.140,0,0.140,4.12,248.834,252.32,0,246.90,0.012,248.834,--undefined--,--undefined--,--undefined--,66.767,73.355
suborq,1067,1,3,9,MARION,6,0.730,0.260,0.990,4.26,167.922,235.93,0.297,73.36,0.067,134.085,214.805,162.476,152.444,63.876,75.742
suborq,1067,1,3,10,OR,2,0.120,0,0.120,5.25,160.425,166.93,0.052,153.97,0.120,--undefined--,166.013,161.341,157.083,58.000,64.521
suborq,1067,1,3,11,MARVIN,6,0.420,0,0.420,5.37,184.819,219.52,0.349,151.29,0.011,156.917,170.263,205.418,206.678,66.130,77.726
suborq,1067,1,3,12,AND,3,0.130,0,0.130,5.79,161.635,183.57,0,155.26,0.069,171.612,159.598,158.446,156.884,60.688,65.529
suborq,1067,1,3,13,NOLAN,5,0.310,0,0.310,5.92,175.926,241.53,0.310,147.25,0.101,155.987,149.666,174.090,223.961,61.768,66.328
suborq,1067,1,3,14,ARRIVED,4,0.400,0.050,0.450,6.23,264.948,366.98,0.217,157.12,0.237,254.204,295.642,239.029,--undefined--,62.228,71.933
suborq,1067,1,4,1,SAID,3,0.240,0,0.240,1.14,211.708,264.63,0,195.40,0.181,257.046,--undefined--,200.042,195.430,65.274,78.266
suborq,1067,1,4,2,SARAH,4,0.290,0,0.290,1.38,264.670,288.84,0.172,209.60,0.290,--undefined--,254.170,284.544,251.884,73.805,83.190
suborq,1067,1,4,7,ARRIVED,4,0.460,0.150,0.610,1.67,168.790,209.60,0,147.27,0.249,188.061,171.107,150.670,159.075,72.966,82.819
suborq,1067,1,4,8,THAT,3,0.150,0,0.150,2.97,161.202,179.75,0,151.28,0.131,173.134,--undefined--,158.400,152.338,68.858,78.094
suborq,1067,1,4,9,MARION,6,0.600,0.320,0.920,3.12,227.568,275.17,0.305,76.14,0.046,157.115,250.676,249.297,250.931,67.969,75.716
suborq,1067,1,4,10,OR,2,0.110,0,0.110,4.04,175.836,179.52,0.066,167.39,0.110,--undefined--,178.859,178.670,172.018,60.873,68.537
suborq,1067,1,4,11,MARVIN,6,0.370,0,0.370,4.15,208.771,263.10,0.247,167.05,0.001,171.343,190.829,246.289,226.623,67.585,81.252
suborq,1067,1,4,12,AND,3,0.120,0,0.120,4.52,171.233,200.33,0,161.91,0.112,188.338,170.832,163.454,162.310,61.594,66.154
suborq,1067,1,4,13,NOLAN,5,0.280,0,0.280,4.64,185.959,253.76,0.266,148.51,0.092,157.680,151.052,190.531,244.573,64.681,69.588
suborq,1067,1,4,14,ARRIVED,4,0.430,0.070,0.500,4.92,261.849,368.20,0.217,158.35,0.236,255.182,304.790,206.971,--undefined--,61.902,75.148
suborq,1067,2,1,1,SAID,3,0.320,0,0.320,0.91,183.165,208.63,0,161.24,0.320,205.822,192.533,176.904,161.243,65.069,75.258
suborq,1067,2,1,2,MARION,6,0.570,0.080,0.650,1.23,232.868,315.87,0.513,161.24,0.003,173.021,233.420,266.014,273.855,65.435,72.580
suborq,1067,2,1,3,OR,2,0.120,0,0.120,1.88,178.341,186.29,0.053,168.20,0.120,--undefined--,186.164,180.638,173.023,60.051,66.809
suborq,1067,2,1,4,MARVIN,6,0.630,0.110,0.740,2,186.651,275.98,0.267,148.23,0.573,169.826,245.021,165.469,156.369,63.918,78.430
suborq,1067,2,1,5,AND,3,0.160,0,0.160,2.74,174.819,181.36,0.090,161.68,0.143,--undefined--,180.142,178.308,167.736,56.687,64.543
suborq,1067,2,1,6,SARAH,4,0.240,0,0.240,2.9,291.773,327.44,0.198,246.62,0.103,--undefined--,247.587,284.124,315.320,68.600,72.839
suborq,1067,2,1,7,ARRIVED,4,0.470,0.430,0.900,3.14,149.778,278.99,0,88.89,0.243,169.891,142.972,88.893,--undefined--,64.426,73.781
suborq,1067,2,1,8,THAT,3,0.160,0,0.160,4.63,159.219,177.80,0,150.21,0.130,176.188,--undefined--,154.664,151.683,64.965,77.135
suborq,1067,2,1,9,MARION,6,0.680,0,0.680,4.79,196.571,258.92,0.525,82.25,0.043,153.396,214.810,221.128,184.390,62.947,76.113
suborq,1067,2,1,10,OR,1,0.040,0,0.040,5.47,165.866,168.79,0,161.96,0.040,167.845,166.824,165.480,163.315,59.803,60.428
suborq,1067,2,1,11,MARVIN,6,0.450,0,0.450,5.51,209.265,320.56,0.313,147.38,0.450,161.934,186.321,291.573,190.596,64.521,77.039
suborq,1067,2,1,12,AND,3,0.400,0,0.400,5.96,147.921,160.12,0.163,90.78,0.400,148.612,156.574,--undefined--,90.862,52.340,69.700
suborq,1067,2,1,13,NOLAN,5,0.360,0,0.360,6.36,141.963,234.24,0.360,75.36,0.133,83.122,101.994,160.467,217.830,61.754,66.633
suborq,1067,2,1,14,ARRIVED,4,0.430,0.060,0.490,6.72,250.103,363.11,0.199,156.33,0.218,247.973,301.221,186.970,--undefined--,60.991,73.657
suborq,1067,2,2,1,SAID,3,0.550,0,0.550,1.29,194.012,236.87,0,172.84,0.550,225.869,203.621,191.715,182.699,66.937,76.743
suborq,1067,2,2,2,MARION,6,0.710,0,0.710,1.84,215.316,271.59,0.509,171.81,0.021,180.169,221.452,264.504,182.433,65.943,74.588
suborq,1067,2,2,3,OR,1,0.030,0,0.030,2.55,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,67.594,70.183
suborq,1067,2,2,4,SARAH,4,0.300,0,0.300,2.58,195.707,209.12,0.156,160.39,0.300,--undefined--,205.269,206.057,181.513,71.426,75.524
suborq,1067,2,2,5,AND,3,0.240,0,0.240,2.88,150.150,160.39,0,146.24,0.058,151.843,148.658,148.933,--undefined--,67.704,71.738
suborq,1067,2,2,6,NOLAN,5,0.440,0,0.440,3.12,179.684,211.48,0.272,138.95,0.425,170.708,179.375,205.562,160.519,64.183,71.106
suborq,1067,2,2,7,ARRIVED,4,0.350,0.230,0.580,3.56,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,58.918,69.309
suborq,1067,2,2,8,THAT,3,0.190,0,0.190,4.67,179.367,214.83,0,156.99,0.125,207.238,175.317,159.577,--undefined--,67.206,74.887
suborq,1067,2,2,9,MARION,6,0.420,0,0.420,4.86,189.719,204.89,0.284,169.16,0.055,170.301,184.569,202.180,192.608,65.347,69.208
suborq,1067,2,2,10,OR,1,0.110,0,0.110,5.28,170.064,180.97,0,158.04,0.108,179.994,174.817,165.631,159.813,62.213,63.856
suborq,1067,2,2,11,MARVIN,6,0.560,0.040,0.600,5.39,202.342,276.97,0.535,142.52,0.155,154.990,159.782,230.224,259.392,62.037,73.049
suborq,1067,2,2,12,AND,3,0.130,0,0.130,5.99,269.700,272.33,0.078,266.01,0.055,--undefined--,267.109,271.189,269.419,61.170,66.599
suborq,1067,2,2,13,NOLAN,5,0.300,0,0.300,6.12,273.537,281.92,0.173,264.26,0.080,267.602,269.932,279.757,276.857,65.523,68.129
suborq,1067,2,2,14,ARRIVED,4,0.330,0.140,0.470,6.42,279.625,368.44,0.250,160.25,0.295,274.330,285.554,322.351,211.299,66.830,73.427
suborq,1067,2,3,1,SAID,3,0.260,0,0.260,0.85,230.033,302.63,0,209.18,0.211,293.050,242.699,220.522,209.341,65.509,76.825
suborq,1067,2,3,2,SARAH,4,0.410,0,0.410,1.11,225.330,262.32,0.282,82.51,0.381,--undefined--,212.863,248.059,82.513,70.957,79.289
suborq,1067,2,3,3,OR,1,0.050,0,0.050,1.52,181.943,184.93,0.011,180.35,0.044,184.869,182.925,180.913,180.422,64.397,66.868
suborq,1067,2,3,4,MARVIN,6,0.500,0,0.500,1.57,188.778,236.42,0.224,156.02,0.426,185.106,219.470,186.207,160.499,65.798,79.047
suborq,1067,2,3,5,AND,3,0.180,0,0.180,2.07,177.769,180.84,0.144,172.84,0.130,--undefined--,--undefined--,176.572,178.812,62.173,69.818
suborq,1067,2,3,6,NOLAN,5,0.310,0,0.310,2.25,230.070,294.69,0.199,177.66,0.310,185.187,225.435,286.364,223.294,66.807,72.539
suborq,1067,2,3,7,ARRIVED,4,0.380,0.140,0.520,2.56,155.580,177.66,0,148.36,0.151,157.281,152.922,--undefined--,--undefined--,60.448,73.836
suborq,1067,2,3,8,THAT,3,0.250,0,0.250,3.65,151.132,169.48,0.061,88.80,0.246,162.829,164.564,155.506,105.193,68.020,77.489
suborq,1067,2,3,9,MARION,6,0.460,0.100,0.560,3.9,200.085,242.98,0.219,77.75,0.026,147.730,222.814,233.549,193.847,67.596,75.288
suborq,1067,2,3,10,OR,2,0.160,0,0.160,4.46,180.249,191.60,0.055,163.09,0.160,185.363,189.217,181.462,169.529,64.260,68.309
suborq,1067,2,3,11,MARVIN,6,0.480,0.150,0.630,4.62,151.391,165.44,0.034,143.51,0.152,159.378,147.294,149.341,148.141,62.211,71.983
suborq,1067,2,3,12,AND,3,0.220,0,0.220,5.25,194.527,216.76,0.207,176.66,0.058,176.928,180.513,192.027,213.986,66.708,76.238
suborq,1067,2,3,13,NOLAN,5,0.260,0,0.260,5.47,239.020,270.05,0.215,203.66,0.050,208.047,222.162,256.439,269.433,67.310,70.672
suborq,1067,2,3,14,ARRIVED,4,0.320,0.060,0.380,5.73,297.405,349.88,0.277,269.31,0,270.688,280.312,308.367,344.502,67.045,74.227
suborq,1067,2,4,1,SAID,3,0.110,0,0.110,1.2,189.028,194.08,0.005,182.17,0.025,189.640,182.174,--undefined--,--undefined--,63.186,78.813
suborq,1067,2,4,2,SARAH,4,0.410,0,0.410,1.31,260.746,327.54,0.222,151.99,0.385,--undefined--,280.241,307.474,166.951,72.365,80.204
suborq,1067,2,4,7,ARRIVED,4,0.260,0.280,0.540,1.72,95.545,102.60,0.034,85.80,0.055,95.545,--undefined--,--undefined--,--undefined--,68.036,76.829
suborq,1067,2,4,8,THAT,3,0.220,0,0.220,2.92,164.104,281.17,0.220,149.64,0.175,173.704,168.621,153.737,150.349,67.016,77.381
suborq,1067,2,4,9,MARION,6,0.430,0,0.430,3.14,186.575,281.17,0.005,86.41,0.083,139.815,179.724,206.857,211.205,66.569,74.948
suborq,1067,2,4,10,OR,1,0.110,0,0.110,3.57,162.924,194.32,0,152.16,0.102,181.531,162.717,155.158,152.291,61.838,64.314
suborq,1067,2,4,11,MARVIN,6,0.550,0,0.550,3.68,208.410,278.61,0.526,152.28,0,158.163,187.257,232.915,250.691,63.109,73.947
suborq,1067,2,4,12,AND,3,0.150,0,0.150,4.23,180.847,273.62,0,166.25,0.101,272.349,170.456,168.629,170.173,62.626,68.123
suborq,1067,2,4,13,NOLAN,5,0.250,0,0.250,4.38,181.419,234.85,0.250,157.78,0.078,163.816,160.744,184.483,216.634,64.321,67.446
suborq,1067,2,4,14,ARRIVED,4,0.310,0.200,0.510,4.63,257.375,366.61,0.190,157.11,0.210,248.389,292.407,270.131,194.006,64.628,72.709
suborq,1067,3,1,1,THAT,3,0.170,0,0.170,0.78,243.095,275.65,0.046,83.20,0.162,271.687,272.606,256.935,83.441,68.760,80.116
suborq,1067,3,1,2,MEGAN,5,0.520,0.060,0.580,0.95,215.297,302.70,0.502,78.69,0.007,174.420,208.263,220.508,257.691,66.680,78.376
suborq,1067,3,1,3,AND,3,0.170,0,0.170,1.53,188.317,189.64,0.111,184.22,0.170,--undefined--,188.586,189.074,187.443,62.399,69.608
suborq,1067,3,1,4,LAUREN,5,0.310,0,0.310,1.7,205.749,253.80,0.261,167.85,0.076,175.607,177.286,220.613,249.489,68.970,75.383
suborq,1067,3,1,5,OR,2,0.090,0,0.090,2.01,214.632,239.36,0,196.06,0.090,233.676,219.999,206.257,198.596,67.458,68.918
suborq,1067,3,1,6,DILLON,5,0.310,0,0.310,2.1,196.796,206.33,0.211,180.70,0.310,192.171,195.003,203.616,192.083,64.192,73.199
suborq,1067,3,1,7,WOULD,3,0.120,0,0.120,2.41,161.522,180.70,0,148.34,0.092,174.280,161.226,151.932,148.376,60.431,62.073
suborq,1067,3,1,8,THAT,3,0.190,0,0.190,3.88,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,53.253,68.258
suborq,1067,3,1,9,MEGAN,5,0.500,0.050,0.550,4.07,155.412,184.81,0.195,75.93,0.067,120.360,179.262,168.925,164.330,64.077,76.997
suborq,1067,3,1,10,AND,3,0.310,0,0.310,4.62,161.225,172.28,0.062,151.04,0.288,170.772,168.681,158.218,154.197,56.521,64.553
suborq,1067,3,1,11,LAUREN,5,0.340,0,0.340,4.93,182.580,195.41,0.165,158.93,0,165.410,189.130,191.085,184.698,66.515,69.345
suborq,1067,3,1,12,OR,2,0.170,0,0.170,5.27,126.040,183.99,0,80.30,0.082,183.892,80.703,87.562,155.553,60.982,66.758
suborq,1067,3,1,13,MORGAN,6,0.430,0,0.430,5.44,185.125,256.79,0.430,145.31,0.096,150.579,157.063,189.656,244.465,61.687,71.556
suborq,1067,3,1,14,HELP,4,0.270,0,0.270,5.99,279.122,337.30,0.205,246.71,0.046,253.587,261.535,307.949,335.878,60.649,74.233
suborq,1067,3,2,1,THAT,3,0.200,0,0.200,0.66,223.520,244.76,0.032,193.90,0.092,243.171,214.194,--undefined--,--undefined--,65.513,78.805
suborq,1067,3,2,2,MEGAN,5,0.670,0.120,0.790,0.86,184.752,245.87,0.240,80.09,0.038,170.940,221.818,164.904,176.207,64.400,79.838
suborq,1067,3,2,3,AND,3,0.170,0,0.170,1.65,178.698,182.77,0.106,169.06,0.170,--undefined--,179.376,179.834,177.283,59.088,64.365
suborq,1067,3,2,4,DILLON,5,0.310,0,0.310,1.82,218.966,236.15,0.212,167.31,0.002,167.601,209.258,231.240,220.142,67.730,75.789
suborq,1067,3,2,5,OR,2,0.220,0,0.220,2.13,208.265,238.48,0.220,185.54,0.102,--undefined--,186.087,197.340,224.241,65.557,72.393
suborq,1067,3,2,6,MORGAN,6,0.360,0,0.360,2.35,215.840,249.58,0.026,154.08,0.341,238.189,217.037,235.966,174.405,65.809,74.199
suborq,1067,3,2,7,WOULD,3,0.120,0,0.120,2.71,151.514,160.30,0,147.79,0.082,153.716,151.559,149.062,--undefined--,62.277,68.385
suborq,1067,3,2,8,THAT,3,0.180,0,0.180,4.11,157.599,162.62,0.052,89.78,0.180,--undefined--,160.956,161.443,89.777,59.842,72.544
suborq,1067,3,2,9,MEGAN,5,0.520,0.210,0.730,4.29,188.518,239.73,0.472,76.04,0.028,151.277,197.130,201.133,212.316,64.031,76.527
suborq,1067,3,2,10,AND,3,0.200,0,0.200,5.02,168.672,181.27,0.062,158.93,0.200,--undefined--,176.016,168.600,162.498,62.106,71.059
suborq,1067,3,2,11,LAUREN,5,0.310,0,0.310,5.22,190.669,215.31,0.235,156.72,0.030,160.090,182.127,209.234,211.921,66.002,73.670
suborq,1067,3,2,12,OR,2,0.180,0,0.180,5.53,141.039,165.45,0.102,76.18,0.077,--undefined--,80.013,163.970,162.598,62.696,65.805
suborq,1067,3,2,13,MORGAN,6,0.560,0,0.560,5.71,226.312,298.42,0.468,152.39,0.122,158.202,185.496,268.683,292.867,66.023,74.514
suborq,1067,3,2,14,HELP,4,0.210,0.010,0.220,6.36,247.938,359.03,0.068,156.49,0.087,314.533,252.635,192.231,206.974,66.098,76.688
suborq,1067,3,3,1,THAT,3,0.150,0,0.150,0.68,274.492,293.06,0.041,254.08,0.081,293.060,279.915,255.107,--undefined--,68.103,80.731
suborq,1067,3,3,2,DILLON,5,0.390,0,0.390,0.83,196.789,204.62,0.364,190.54,0.215,--undefined--,194.519,193.515,201.659,67.132,78.383
suborq,1067,3,3,3,AND,3,0.140,0,0.140,1.22,186.096,201.57,0,178.36,0.140,192.761,186.107,184.741,180.773,64.092,70.121
suborq,1067,3,3,4,LAUREN,5,0.330,0,0.330,1.36,201.946,228.73,0.200,168.08,0.050,171.373,198.216,225.190,213.006,67.790,77.372
suborq,1067,3,3,5,OR,1,0.120,0,0.120,1.69,175.519,195.99,0,165.27,0.120,188.391,176.984,170.638,166.064,68.114,70.721
suborq,1067,3,3,6,MORGAN,6,0.360,0,0.360,1.81,223.881,313.73,0.218,164.83,0,176.032,232.732,290.196,196.563,66.709,77.815
suborq,1067,3,3,7,WOULD,3,0.140,0,0.140,2.17,159.523,165.67,0,146.32,0.111,161.919,161.534,159.386,146.493,62.311,67.457
suborq,1067,3,3,8,THAT,3,0.180,0,0.180,3.53,141.496,166.02,0.071,78.78,0.180,--undefined--,164.459,153.054,78.933,58.381,74.402
suborq,1067,3,3,9,MEGAN,5,0.620,0.050,0.670,3.71,184.923,296.52,0.287,77.55,0,134.426,247.532,191.633,146.921,65.454,80.663
suborq,1067,3,3,10,AND,3,0.220,0,0.220,4.38,168.806,171.67,0.125,164.18,0.220,--undefined--,169.952,169.952,166.546,63.095,70.516
suborq,1067,3,3,11,LAUREN,5,0.290,0,0.290,4.6,164.731,180.51,0.119,155.90,0.255,164.900,174.907,162.724,156.395,66.912,72.376
suborq,1067,3,3,12,OR,1,0.100,0,0.100,4.89,148.965,156.04,0,142.30,0.100,154.268,150.019,147.157,144.416,63.356,65.875
suborq,1067,3,3,13,MORGAN,6,0.350,0,0.350,4.99,149.592,157.73,0.076,142.07,0.004,150.864,148.643,146.745,152.115,62.368,69.558
suborq,1067,3,3,14,HELP,4,0.300,0,0.300,5.47,184.036,258.08,0.241,149.20,0.091,--undefined--,153.651,190.506,251.328,61.049,69.080
suborq,1067,3,4,1,THAT,3,0.120,0,0.120,0.85,229.047,255.64,0.040,201.60,0.080,--undefined--,244.694,213.765,--undefined--,68.938,79.518
suborq,1067,3,4,2,DILLON,5,0.330,0,0.330,0.97,272.019,322.77,0.209,191.89,0.330,--undefined--,267.061,310.518,236.508,66.826,75.786
suborq,1067,3,4,7,WOULD,3,0.130,0,0.130,1.3,165.503,191.89,0,148.85,0.093,181.237,163.871,154.649,151.957,63.953,66.593
suborq,1067,3,4,8,THAT,3,0.160,0,0.160,2.83,164.574,178.79,0.010,152.50,0.160,178.587,--undefined--,164.305,159.248,52.377,68.478
suborq,1067,3,4,9,MEGAN,5,0.540,0,0.540,2.99,164.664,238.97,0.261,83.88,0.025,95.960,204.448,186.644,181.334,65.286,78.251
suborq,1067,3,4,10,AND,3,0.250,0,0.250,3.53,183.370,193.58,0.150,174.87,0.250,--undefined--,--undefined--,187.757,180.407,56.577,69.961
suborq,1067,3,4,11,LAUREN,5,0.340,0,0.340,3.78,191.179,232.21,0.311,162.89,0.089,168.394,170.267,198.400,227.654,65.555,70.421
suborq,1067,3,4,12,OR,1,0.110,0,0.110,4.12,180.470,223.61,0,154.23,0.110,212.974,185.828,165.873,157.205,63.660,67.069
suborq,1067,3,4,13,MORGAN,6,0.360,0,0.360,4.23,174.487,239.71,0.360,144.63,0.123,156.368,148.698,166.037,223.090,61.286,68.110
suborq,1067,3,4,14,HELP,4,0.250,0.110,0.360,4.7,263.806,365.81,0.136,159.61,0.155,255.158,310.091,235.673,181.730,60.303,73.221
suborq,1067,4,1,1,THAT,3,0.120,0,0.120,0.66,238.098,257.63,0.040,219.60,0.080,--undefined--,250.541,225.767,--undefined--,67.520,77.130
suborq,1067,4,1,2,DILLON,5,0.320,0,0.320,0.78,239.342,258.46,0.265,207.56,0.130,--undefined--,210.647,238.229,252.968,66.161,75.069
suborq,1067,4,1,3,AND,3,0.130,0,0.130,1.1,189.485,233.56,0,170.09,0.130,217.622,189.656,178.428,172.233,63.877,68.783
suborq,1067,4,1,4,LAUREN,5,0.590,0.140,0.730,1.23,192.949,234.56,0.228,164.68,0.389,179.201,222.540,172.247,200.688,62.497,71.363
suborq,1067,4,1,5,OR,2,0.270,0,0.270,1.96,205.045,230.14,0.270,183.14,0.120,--undefined--,185.068,200.331,224.523,67.280,75.723
suborq,1067,4,1,6,MORGAN,6,0.380,0,0.380,2.23,204.150,242.54,0.228,161.22,0.380,219.552,196.230,235.368,175.506,65.710,75.119
suborq,1067,4,1,7,WOULD,3,0.130,0,0.130,2.61,151.781,161.22,0,143.90,0.090,158.429,151.932,144.442,--undefined--,61.651,65.270
suborq,1067,4,1,8,THAT,3,0.150,0,0.150,4.06,183.985,184.00,0,183.98,0.0001,183.985,--undefined--,--undefined--,--undefined--,54.204,68.140
suborq,1067,4,1,9,MEGAN,5,0.350,0,0.350,4.21,207.684,300.52,0.305,77.40,0.065,82.702,176.381,266.344,283.720,65.960,77.322
suborq,1067,4,1,10,AND,3,0.120,0,0.120,4.56,176.943,262.29,0,162.84,0.120,262.280,179.204,172.770,165.449,66.609,74.451
suborq,1067,4,1,11,LAUREN,5,0.350,0.210,0.560,4.68,158.172,166.65,0.051,144.99,0.310,163.683,160.705,154.586,150.759,64.550,70.917
suborq,1067,4,1,12,OR,2,0.190,0,0.190,5.24,173.621,178.14,0.127,165.80,0.060,--undefined--,170.494,176.843,173.025,63.865,70.848
suborq,1067,4,1,13,MORGAN,6,0.380,0,0.380,5.43,148.633,165.85,0,78.14,0.260,157.538,146.215,131.747,157.254,61.411,71.402
suborq,1067,4,1,14,HELP,4,0.340,0.050,0.390,5.96,177.447,270.85,0.230,144.13,0.070,145.385,150.785,261.010,--undefined--,57.111,73.220
suborq,1067,4,2,1,THAT,3,0.160,0,0.160,0.9,167.047,183.45,0.152,152.46,0.107,179.859,170.775,156.591,183.327,67.157,80.557
suborq,1067,4,2,2,MEGAN,5,0.260,0,0.260,1.06,210.119,234.15,0.154,181.65,0.018,185.506,209.534,232.968,225.026,68.163,80.299
suborq,1067,4,2,3,AND,3,0.300,0,0.300,1.32,175.178,209.62,0,160.49,0.252,192.341,171.846,166.214,163.883,60.982,74.415
suborq,1067,4,2,4,DILLON,5,0.560,0,0.560,1.62,208.081,288.56,0.181,159.02,0.442,236.614,247.722,164.775,161.375,63.080,75.849
suborq,1067,4,2,5,OR,2,0.090,0,0.090,2.18,118.382,176.44,0.082,92.96,0.062,--undefined--,95.347,93.313,176.427,62.293,67.052
suborq,1067,4,2,6,MORGAN,6,0.430,0,0.430,2.27,218.421,304.37,0.257,159.83,0.430,181.640,227.685,294.476,182.795,64.740,76.586
