experiment,participant,item,condition,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
suborn,1067,1,1,1,SAID,3,0.300,0,0.300,0.97,167.316,188.76,0,158.91,0.243,187.593,--undefined--,164.552,159.680,68.997,77.945
suborn,1067,1,1,2,MARION,6,0.980,0.060,1.040,1.27,196.151,254.32,0.409,90.67,0.623,177.788,245.536,187.283,168.302,67.357,78.003
suborn,1067,1,1,3,OR,2,0.160,0,0.160,2.31,186.885,197.88,0.104,176.07,0.053,--undefined--,181.739,192.962,184.957,64.180,76.171
suborn,1067,1,1,4,MARVIN,6,0.410,0,0.410,2.47,208.995,267.88,0.410,165.83,0.099,174.565,175.187,224.789,261.439,68.773,79.751
suborn,1067,1,1,5,AND,3,0.150,0,0.150,2.88,263.483,274.98,0.028,241.53,0.133,272.705,270.991,259.020,245.251,65.052,70.530
suborn,1067,1,1,6,SARAH,4,0.450,0,0.450,3.03,171.058,224.09,0.169,83.48,0.444,212.127,215.996,161.523,122.963,73.659,79.831
suborn,1067,1,1,7,ARRIVED,4,0.190,0,0.190,3.48,79.159,89.26,0.003,75.48,0.118,88.993,--undefined--,76.624,--undefined--,62.783,71.989
suborn,1067,1,1,8,THAT,3,0.120,0,0.120,4.82,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,66.032,76.416
suborn,1067,1,1,9,MARION,6,0.550,0.300,0.850,4.94,189.815,208.03,0.234,168.23,0.083,179.212,201.761,190.470,178.276,68.794,81.008
suborn,1067,1,1,10,OR,1,0.090,0,0.090,5.79,95.681,165.10,0.090,85.26,0.063,--undefined--,--undefined--,87.840,157.680,59.681,65.766
suborn,1067,1,1,11,MARVIN,6,0.350,0,0.350,5.88,172.080,183.63,0.214,158.82,0.350,170.857,172.721,177.461,167.282,66.840,79.752
suborn,1067,1,1,12,AND,3,0.170,0,0.170,6.23,148.473,158.82,0,142.85,0.069,150.328,143.769,146.590,153.204,60.768,68.482
suborn,1067,1,1,13,NOLAN,5,0.370,0,0.370,6.4,214.348,313.15,0.207,148.87,0.363,159.205,245.575,283.739,167.731,66.381,71.772
suborn,1067,1,1,14,ARRIVED,4,0.360,0.200,0.560,6.77,89.196,96.54,0.118,83.07,0.103,--undefined--,89.196,--undefined--,--undefined--,58.329,72.446
suborn,1067,1,2,1,SAID,3,0.260,0,0.260,0.84,179.636,193.36,0.111,172.45,0.181,188.641,186.717,174.008,--undefined--,64.575,75.845
suborn,1067,1,2,2,MARION,6,0.580,0.070,0.650,1.1,187.250,236.91,0.173,156.31,0.380,198.616,222.100,160.268,169.078,67.959,78.788
suborn,1067,1,2,3,OR,2,0.120,0,0.120,1.75,194.771,195.61,0.089,193.34,0.061,--undefined--,193.342,194.799,194.948,60.782,67.488
suborn,1067,1,2,4,SARAH,4,0.710,0,0.710,1.87,201.871,252.95,0.710,173.36,0.488,190.823,215.789,191.242,200.916,67.915,76.741
suborn,1067,1,2,5,AND,3,0.250,0.250,0.500,2.58,202.287,259.23,0.023,142.52,0.211,254.673,211.628,165.561,146.858,64.517,70.186
suborn,1067,1,2,6,NOLAN,5,0.570,0,0.570,3.08,193.420,250.38,0.423,152.03,0.570,176.537,167.466,210.412,201.102,62.642,71.784
suborn,1067,1,2,7,ARRIVED,4,0.450,0.030,0.480,3.65,136.475,161.43,0.097,88.97,0.331,151.158,149.215,90.143,91.325,62.584,73.617
suborn,1067,1,2,8,THAT,3,0.180,0,0.180,4.98,149.025,156.73,0.061,142.28,0.101,--undefined--,151.546,143.515,--undefined--,63.790,78.393
suborn,1067,1,2,9,MARION,6,0.580,0.350,0.930,5.16,187.786,251.37,0.283,145.65,0.455,175.846,227.978,191.942,147.696,66.138,76.744
suborn,1067,1,2,10,OR,2,0.150,0,0.150,6.09,179.275,181.47,0.095,176.18,0.150,--undefined--,--undefined--,180.333,178.236,62.026,69.806
suborn,1067,1,2,11,MARVIN,6,0.410,0,0.410,6.24,230.699,335.92,0.341,169.27,0.096,173.125,178.455,261.716,309.501,69.616,82.210
suborn,1067,1,2,12,AND,3,0.130,0,0.130,6.65,190.301,247.75,0,157.83,0.130,230.027,196.383,173.939,160.854,65.382,71.182
suborn,1067,1,2,13,NOLAN,5,0.400,0,0.400,6.78,153.825,162.34,0.163,142.27,0.307,158.828,160.119,148.652,145.732,63.229,69.518
suborn,1067,1,2,14,ARRIVED,4,0.480,0.120,0.600,7.18,94.689,96.32,0.111,91.82,0.031,94.689,--undefined--,--undefined--,--undefined--,58.735,69.099
suborn,1067,1,3,1,SAID,3,0.280,0,0.280,0.81,202.764,287.51,0,161.37,0.224,269.542,206.070,185.342,164.282,64.471,74.034
suborn,1067,1,3,2,SARAH,4,0.680,0.130,0.810,1.09,199.104,265.52,0.315,146.67,0.565,--undefined--,251.862,178.611,148.504,68.252,76.299
suborn,1067,1,3,3,OR,2,0.120,0,0.120,1.9,184.392,192.85,0.064,177.83,0.120,--undefined--,192.846,188.856,179.769,58.327,67.044
suborn,1067,1,3,4,MARVIN,6,0.370,0,0.370,2.02,175.270,181.93,0.029,158.16,0.338,179.539,179.214,173.188,167.506,65.062,77.712
suborn,1067,1,3,5,AND,3,0.130,0,0.130,2.39,157.863,163.96,0,154.08,0.081,160.536,156.762,155.807,158.346,63.274,69.096
suborn,1067,1,3,6,NOLAN,5,0.300,0,0.300,2.52,180.146,207.55,0.148,149.28,0.294,169.141,196.007,196.687,158.587,65.450,71.386
suborn,1067,1,3,7,ARRIVED,4,0.390,0.140,0.530,2.82,100.107,139.17,0.054,83.72,0.163,138.953,84.568,--undefined--,--undefined--,57.092,71.639
suborn,1067,1,3,8,THAT,3,0.180,0,0.180,4.23,152.178,158.33,0.054,146.93,0.104,--undefined--,154.378,147.585,--undefined--,61.771,76.068
suborn,1067,1,3,9,MARION,6,0.690,0.110,0.800,4.41,185.733,329.94,0.339,71.84,0.090,123.488,264.857,201.751,146.129,66.016,74.891
suborn,1067,1,3,10,OR,2,0.110,0,0.110,5.21,137.198,179.73,0.069,84.88,0.048,--undefined--,86.967,155.651,165.444,58.139,63.086
suborn,1067,1,3,11,MARVIN,6,0.420,0,0.420,5.32,175.356,196.73,0.288,158.53,0.106,162.178,167.978,190.384,180.883,63.155,75.561
suborn,1067,1,3,12,AND,3,0.120,0,0.120,5.74,153.375,170.55,0,143.07,0.065,161.728,151.437,147.722,152.612,58.118,62.080
suborn,1067,1,3,13,NOLAN,5,0.390,0,0.390,5.86,187.798,250.04,0.224,80.03,0.359,157.130,200.448,239.418,145.211,60.966,68.201
suborn,1067,1,3,14,ARRIVED,4,0.280,0,0.280,6.25,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,56.425,70.931
suborn,1067,1,4,1,SAID,3,0.220,0,0.220,0.84,166.369,182.34,0,156.17,0.162,178.402,--undefined--,162.482,156.174,64.654,73.647
suborn,1067,1,4,2,SARAH,4,0.370,0,0.370,1.06,154.905,192.34,0.132,119.66,0.337,--undefined--,183.360,159.147,132.948,70.818,79.150
suborn,1067,1,4,7,ARRIVED,4,0.320,0.170,0.490,1.43,117.877,137.37,0.002,103.48,0.272,137.300,--undefined--,--undefined--,103.476,62.451,77.268
suborn,1067,1,4,8,THAT,3,0.090,0,0.090,2.97,154.605,162.73,0.090,146.85,0.028,148.509,149.918,158.477,161.514,57.875,59.882
suborn,1067,1,4,9,MARION,6,0.470,0.080,0.550,3.06,180.354,191.84,0.179,162.73,0,172.597,186.393,182.235,180.005,69.740,78.384
suborn,1067,1,4,10,OR,2,0.160,0,0.160,3.61,194.298,197.68,0.160,192.58,0.072,--undefined--,192.704,193.224,195.872,65.967,71.725
suborn,1067,1,4,11,MARVIN,6,0.370,0,0.370,3.77,196.029,206.85,0.251,170.99,0.370,200.122,196.793,200.389,186.813,68.436,81.106
suborn,1067,1,4,12,AND,3,0.150,0,0.150,4.14,159.929,170.99,0,154.67,0.150,165.227,158.728,159.147,156.614,64.712,72.527
suborn,1067,1,4,13,NOLAN,5,0.300,0,0.300,4.29,174.034,193.21,0.158,144.67,0.300,162.430,186.123,186.799,160.785,65.251,71.620
suborn,1067,1,4,14,ARRIVED,4,0.400,0.120,0.520,4.59,107.978,144.67,0,79.02,0.197,131.881,82.363,80.044,--undefined--,59.093,69.172
suborn,1067,2,1,1,SAID,3,0.280,0,0.280,1.04,176.522,191.82,0,169.44,0.192,185.235,177.795,171.903,--undefined--,64.910,77.294
suborn,1067,2,1,2,MARION,6,0.310,0,0.310,1.32,201.093,221.77,0.208,171.20,0.065,175.550,189.760,219.248,211.064,69.353,75.006
suborn,1067,2,1,3,OR,1,0.090,0,0.090,1.63,165.416,189.71,0,153.54,0.090,178.983,167.941,159.562,155.176,66.979,69.648
suborn,1067,2,1,4,MARVIN,6,0.450,0,0.450,1.72,175.191,214.51,0.201,149.21,0.450,164.457,203.513,179.171,154.330,66.222,79.008
suborn,1067,2,1,5,AND,3,0.170,0,0.170,2.17,161.392,172.90,0.121,148.51,0.002,148.590,--undefined--,164.159,160.639,60.721,69.139
suborn,1067,2,1,6,SARAH,4,0.260,0,0.260,2.34,248.387,270.01,0.190,218.48,0.107,--undefined--,221.748,256.545,257.067,69.983,78.846
suborn,1067,2,1,7,ARRIVED,4,0.450,0.480,0.930,2.6,137.760,174.10,0.022,78.08,0.252,151.882,133.259,82.181,--undefined--,65.151,76.014
suborn,1067,2,1,8,THAT,3,0.160,0,0.160,4.43,158.445,166.91,0.072,149.46,0.122,--undefined--,165.915,157.389,149.557,64.696,78.592
suborn,1067,2,1,9,MARION,6,0.370,0,0.370,4.59,181.793,200.94,0.181,88.00,0.042,131.468,191.847,196.491,187.479,67.247,74.732
suborn,1067,2,1,10,OR,1,0.060,0,0.060,4.96,170.647,175.62,0,167.26,0.060,173.878,171.631,169.229,167.849,66.921,67.980
suborn,1067,2,1,11,MARVIN,6,0.460,0,0.460,5.02,174.695,181.26,0.237,164.06,0.271,172.956,177.686,174.496,172.729,65.552,77.517
suborn,1067,2,1,12,AND,3,0.170,0,0.170,5.48,167.013,168.64,0.131,163.34,0.170,--undefined--,--undefined--,167.000,167.022,61.927,69.264
suborn,1067,2,1,13,NOLAN,5,0.400,0,0.400,5.65,209.452,363.93,0.316,157.54,0.236,160.432,217.967,223.690,255.902,64.307,71.320
suborn,1067,2,1,14,ARRIVED,4,0.460,0.100,0.560,6.05,168.286,262.32,0.152,132.64,0.082,136.980,262.206,--undefined--,--undefined--,59.260,72.859
suborn,1067,2,2,1,SAID,3,0.460,0,0.460,0.81,180.032,213.42,0.143,161.61,0.353,197.934,189.342,170.236,162.055,67.800,81.278
suborn,1067,2,2,2,MARION,6,0.390,0,0.390,1.27,203.517,223.31,0.237,166.73,0.033,173.394,193.248,222.044,216.814,68.323,78.595
suborn,1067,2,2,3,OR,2,0.100,0,0.100,1.66,173.737,195.32,0,164.62,0.100,185.163,173.353,168.478,167.955,64.751,67.025
suborn,1067,2,2,4,SARAH,4,0.340,0,0.340,1.76,232.319,268.81,0.260,162.09,0.008,163.044,--undefined--,245.101,235.152,73.422,79.663
suborn,1067,2,2,5,AND,3,0.360,0,0.360,2.1,158.949,184.32,0,150.40,0.164,165.616,152.645,154.735,--undefined--,64.415,80.861
suborn,1067,2,2,7,NOLAN,5,0.420,0,0.420,2.46,228.107,312.80,0.312,169.61,0.033,173.232,185.419,277.526,261.757,66.368,74.085
suborn,1067,2,2,7,ARRIVED,4,0.440,0.470,0.910,2.88,153.863,176.68,0,145.38,0.063,153.863,--undefined--,--undefined--,--undefined--,62.219,74.853
suborn,1067,2,2,8,THAT,3,0.300,0.130,0.430,4.81,166.341,170.48,0.073,164.19,0.223,170.447,167.427,164.935,164.192,63.721,78.727
suborn,1067,2,2,9,MARION,6,0.520,0,0.520,5.24,190.168,202.57,0.385,171.45,0.107,175.433,181.046,199.279,196.104,64.618,76.202
suborn,1067,2,2,10,OR,1,0.140,0,0.140,5.76,167.149,178.64,0,161.87,0.078,172.954,164.427,164.045,167.306,62.391,69.421
suborn,1067,2,2,11,MARVIN,6,0.350,0,0.350,5.9,221.965,363.22,0.199,163.48,0.029,168.159,230.842,244.161,244.699,69.117,80.713
suborn,1067,2,2,12,AND,3,0.300,0,0.300,6.25,159.110,202.62,0,144.47,0.140,173.322,148.407,149.624,--undefined--,63.689,77.864
suborn,1067,2,2,13,NOLAN,5,0.360,0,0.360,6.55,153.512,169.31,0.037,145.19,0.306,163.451,154.480,148.323,146.423,60.509,67.367
suborn,1067,2,2,14,ARRIVED,4,0.500,0.040,0.540,6.91,78.757,82.75,0.043,74.98,0.073,78.757,--undefined--,--undefined--,--undefined--,57.492,74.717
suborn,1067,2,3,1,SAID,3,0.270,0,0.270,0.81,186.286,210.19,0.009,173.67,0.178,205.631,200.682,179.295,175.654,65.861,76.489
suborn,1067,2,3,2,SARAH,4,0.390,0,0.390,1.08,250.414,316.41,0.338,199.71,0.165,--undefined--,202.603,244.705,306.214,74.298,80.608
suborn,1067,2,3,3,OR,1,0.090,0,0.090,1.47,295.812,302.01,0.070,288.30,0.044,--undefined--,288.360,296.258,297.348,70.544,72.909
suborn,1067,2,3,4,MARVIN,6,0.380,0,0.380,1.56,196.282,289.64,0,169.33,0.360,254.361,175.283,173.886,172.168,68.864,75.232
suborn,1067,2,3,5,AND,3,0.160,0,0.160,1.94,174.236,175.31,0,173.47,0.014,174.236,--undefined--,--undefined--,--undefined--,52.154,68.050
suborn,1067,2,3,6,NOLAN,5,0.410,0,0.410,2.1,189.146,200.31,0.076,156.89,0.410,197.522,193.862,192.337,173.600,66.988,71.481
suborn,1067,2,3,7,ARRIVED,4,0.430,0.250,0.680,2.51,151.745,157.54,0.113,144.98,0.064,150.558,155.792,--undefined--,--undefined--,63.342,76.601
suborn,1067,2,3,8,THAT,3,0.160,0,0.160,4.12,161.320,169.85,0.060,155.29,0.114,--undefined--,166.383,157.299,--undefined--,64.144,76.941
suborn,1067,2,3,9,MARION,6,0.590,0,0.590,4.28,228.732,341.95,0.370,76.77,0.079,145.264,238.134,327.228,168.383,69.292,82.897
suborn,1067,2,3,10,OR,1,0.110,0,0.110,4.87,163.482,176.09,0.058,152.15,0.026,154.792,158.410,171.940,168.787,64.029,69.666
suborn,1067,2,3,11,MARVIN,6,0.470,0,0.470,4.98,153.725,178.75,0.045,139.87,0.436,172.044,150.632,147.100,140.506,65.487,75.773
suborn,1067,2,3,12,AND,3,0.180,0,0.180,5.45,168.949,173.29,0.110,165.16,0.180,--undefined--,--undefined--,170.583,167.642,58.039,65.857
suborn,1067,2,3,13,NOLAN,5,0.270,0,0.270,5.63,147.843,165.16,0,140.28,0.230,158.323,145.232,145.364,142.455,64.212,69.323
suborn,1067,2,3,14,ARRIVED,4,0.480,0.020,0.500,5.9,142.977,152.70,0.331,136.79,0.284,146.103,140.444,142.324,--undefined--,61.265,74.155
suborn,1067,2,4,1,SAID,3,0.230,0,0.230,0.74,171.081,190.16,0,151.49,0.185,188.441,172.297,168.985,157.829,65.099,74.962
suborn,1067,2,4,2,SARAH,4,0.540,0,0.540,0.97,167.666,197.02,0.145,130.89,0.535,--undefined--,191.121,159.020,138.075,69.355,79.729
suborn,1067,2,4,7,ARRIVED,4,0.270,0.020,0.290,1.51,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,62.821,75.979
suborn,1067,2,4,8,THAT,3,0.210,0,0.210,2.8,152.835,169.01,0.080,138.95,0.145,--undefined--,162.582,145.135,--undefined--,63.984,78.923
suborn,1067,2,4,9,MARION,6,0.840,0.280,1.120,3.01,188.872,252.87,0.310,156.80,0.582,183.914,230.806,162.076,163.961,64.632,79.008
suborn,1067,2,4,10,OR,2,0.170,0,0.170,4.13,206.622,240.70,0.170,175.74,0.035,176.963,190.937,209.347,228.517,68.251,79.764
suborn,1067,2,4,11,MARVIN,6,0.520,0.060,0.580,4.3,179.555,257.07,0.036,138.01,0.255,237.239,162.796,152.188,147.735,67.517,79.409
suborn,1067,2,4,12,AND,3,0.260,0,0.260,4.88,262.782,311.58,0.192,202.12,0.065,202.121,223.754,286.407,283.137,70.599,78.978
suborn,1067,2,4,13,NOLAN,5,0.270,0,0.270,5.14,157.689,248.88,0,117.04,0.270,212.959,157.062,134.941,125.797,65.004,71.161
suborn,1067,2,4,14,ARRIVED,4,0.460,0.340,0.800,5.41,96.712,117.04,0,78.45,0.165,101.492,84.837,--undefined--,--undefined--,60.088,72.591
suborn,1067,3,1,1,THAT,3,0.190,0,0.190,0.59,271.841,275.43,0.051,262.16,0.141,275.430,272.757,271.488,262.164,66.864,81.435
suborn,1067,3,1,2,MEGAN,5,0.710,0,0.710,0.78,189.052,241.71,0.289,149.85,0.527,203.573,222.230,154.651,165.964,63.568,78.191
suborn,1067,3,1,3,AND,3,0.230,0,0.230,1.49,171.309,177.02,0.101,163.28,0.220,--undefined--,175.944,172.403,167.062,59.227,63.993
suborn,1067,3,1,4,LAUREN,5,0.220,0,0.220,1.72,179.127,212.61,0.220,161.91,0.035,163.390,168.007,182.333,202.779,64.868,68.131
suborn,1067,3,1,5,OR,1,0.090,0,0.090,1.94,217.426,222.84,0.080,212.29,0.010,212.723,215.343,219.341,222.299,65.350,66.450
suborn,1067,3,1,6,DILLON,5,0.340,0,0.340,2.03,222.132,246.52,0.186,163.50,0.340,221.724,241.667,239.271,190.284,62.877,73.625
suborn,1067,3,1,7,WOULD,3,0.140,0,0.140,2.37,153.016,163.50,0,141.69,0.081,157.902,151.951,144.588,--undefined--,57.002,61.306
suborn,1067,3,1,8,THAT,3,0.180,0,0.180,4.25,153.842,167.97,0.081,126.36,0.121,--undefined--,166.634,148.804,--undefined--,57.615,72.456
suborn,1067,3,1,9,MEGAN,5,0.460,0.340,0.800,4.43,184.804,208.84,0.163,164.01,0.372,196.818,204.839,173.694,165.528,65.539,77.613
suborn,1067,3,1,10,AND,3,0.200,0,0.200,5.23,184.699,189.57,0.075,177.77,0.161,183.556,186.833,184.706,178.970,56.260,62.639
suborn,1067,3,1,11,LAUREN,5,0.230,0,0.230,5.43,199.192,206.47,0.132,185.34,0.011,187.689,201.266,205.592,201.046,68.857,74.281
suborn,1067,3,1,12,OR,2,0.160,0,0.160,5.66,168.796,195.88,0,150.31,0.160,187.226,171.178,162.046,154.733,65.265,66.937
suborn,1067,3,1,13,MORGAN,6,0.480,0,0.480,5.82,192.625,304.42,0.298,138.73,0.480,150.797,188.453,288.784,157.099,62.307,75.924
suborn,1067,3,1,14,HELP,4,0.260,0.110,0.370,6.47,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,50.566,65.821
suborn,1067,3,2,1,THAT,3,0.100,0,0.100,0.61,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,64.085,74.433
suborn,1067,3,2,2,MEGAN,5,0.480,0,0.480,0.71,220.648,268.13,0.480,183.39,0.078,191.391,204.100,224.873,250.378,69.296,80.058
suborn,1067,3,2,3,AND,3,0.290,0,0.290,1.19,183.700,272.97,0.004,169.87,0.254,271.955,179.306,177.141,177.499,58.648,69.140
suborn,1067,3,2,4,DILLON,5,0.240,0,0.240,1.48,190.601,231.54,0.240,173.57,0.084,175.271,174.485,188.193,217.148,70.512,73.998
suborn,1067,3,2,5,OR,1,0.080,0,0.080,1.72,231.895,233.07,0.065,231.06,0.015,231.321,231.330,232.132,232.795,66.600,68.744
suborn,1067,3,2,6,MORGAN,6,0.330,0,0.330,1.8,178.818,232.67,0.010,150.56,0.216,216.168,171.828,160.955,166.324,63.289,69.102
suborn,1067,3,2,7,WOULD,3,0.130,0,0.130,2.13,160.475,169.89,0.130,156.88,0.021,158.058,159.638,164.397,169.888,62.003,66.562
suborn,1067,3,2,8,THAT,3,0.140,0,0.140,3.8,151.419,156.94,0.074,146.98,0.106,--undefined--,156.938,151.819,150.772,66.484,77.351
suborn,1067,3,2,9,MEGAN,5,0.440,0,0.440,3.94,185.557,198.72,0.165,177.02,0.096,180.493,192.368,183.013,181.880,65.719,75.608
suborn,1067,3,2,10,AND,3,0.300,0,0.300,4.38,160.986,171.77,0.094,154.79,0.231,--undefined--,167.315,157.611,155.564,59.914,72.833
suborn,1067,3,2,11,LAUREN,5,0.320,0,0.320,4.68,226.450,292.00,0.157,154.31,0.320,197.050,272.625,273.005,169.453,68.561,73.804
suborn,1067,3,2,12,OR,1,0.120,0,0.120,5,146.181,154.31,0,142.40,0.099,150.595,146.720,144.506,142.905,64.000,66.593
suborn,1067,3,2,13,MORGAN,6,0.380,0,0.380,5.12,139.509,150.45,0.061,121.28,0.370,146.783,143.640,137.539,129.450,60.710,69.596
suborn,1067,3,2,14,HELP,4,0.290,0.030,0.320,5.65,83.848,91.37,0.168,76.65,0.104,--undefined--,81.710,86.802,--undefined--,55.446,68.790
suborn,1067,3,3,1,THAT,3,0.160,0,0.160,0.58,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,57.944,76.861
suborn,1067,3,3,2,DILLON,5,0.600,0.220,0.820,0.74,189.585,245.25,0.200,157.45,0.393,226.951,222.434,161.635,170.116,63.360,77.968
suborn,1067,3,3,3,AND,3,0.230,0,0.230,1.56,169.273,188.13,0.109,108.27,0.064,--undefined--,155.315,182.446,170.321,56.835,66.389
suborn,1067,3,3,4,LAUREN,5,0.230,0,0.230,1.79,222.261,289.01,0.230,169.26,0.018,170.440,189.228,244.554,284.821,69.315,74.483
suborn,1067,3,3,5,OR,1,0.110,0,0.110,2.02,284.362,297.84,0.025,257.66,0.110,294.402,293.632,283.120,266.293,69.461,71.775
suborn,1067,3,3,6,MORGAN,6,0.360,0,0.360,2.13,221.906,268.03,0.200,87.30,0.360,233.660,229.604,245.059,179.763,63.485,71.709
suborn,1067,3,3,7,WOULD,3,0.130,0,0.130,2.49,78.806,87.30,0.004,75.93,0.061,81.808,76.746,76.568,--undefined--,58.082,63.450
suborn,1067,3,3,8,THAT,3,0.120,0,0.120,4.26,166.712,171.67,0.044,163.74,0.084,--undefined--,169.433,164.688,--undefined--,66.254,75.860
suborn,1067,3,3,9,MEGAN,5,0.660,0.040,0.700,4.38,224.711,359.76,0.259,95.18,0.078,167.050,263.039,229.075,215.791,62.364,78.114
suborn,1067,3,3,10,AND,3,0.220,0,0.220,5.08,169.410,176.69,0.094,164.18,0.192,--undefined--,174.860,171.435,165.272,58.961,69.899
suborn,1067,3,3,11,LAUREN,5,0.210,0,0.210,5.3,158.919,166.04,0,150.52,0.210,162.930,161.363,158.775,152.606,64.647,70.412
suborn,1067,3,3,12,OR,1,0.080,0,0.080,5.51,148.009,150.52,0,145.57,0.075,149.314,148.727,147.730,146.267,56.086,57.595
suborn,1067,3,3,13,MORGAN,6,0.370,0,0.370,5.59,143.729,174.70,0.189,79.00,0.357,154.636,161.945,168.163,109.514,53.425,60.566
suborn,1067,3,3,14,HELP,4,0.270,0.080,0.350,6.08,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,52.290,68.643
suborn,1067,3,4,1,THAT,3,0.150,0,0.150,0.87,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.702,76.289
suborn,1067,3,4,2,DILLON,5,0.270,0,0.270,1.02,207.839,232.18,0.159,159.18,0.270,197.550,208.857,226.833,187.829,68.291,75.799
suborn,1067,3,4,7,WOULD,3,0.130,0,0.130,1.29,143.496,159.18,0,134.99,0.035,145.626,138.135,146.727,--undefined--,56.007,61.809
suborn,1067,3,4,8,THAT,3,0.150,0,0.150,3.1,162.533,174.14,0.042,88.56,0.150,174.138,169.610,160.069,88.563,63.805,78.460
suborn,1067,3,4,9,MEGAN,5,0.440,0.110,0.550,3.25,196.762,247.53,0.412,88.56,0.002,151.390,205.531,212.486,223.010,65.808,78.269
suborn,1067,3,4,10,AND,3,0.240,0,0.240,3.8,177.536,184.46,0.103,162.12,0.192,182.086,181.911,176.963,163.842,57.441,70.009
suborn,1067,3,4,11,LAUREN,5,0.260,0,0.260,4.04,238.384,286.84,0.214,173.91,0.033,180.632,220.168,263.306,282.770,67.456,74.424
suborn,1067,3,4,12,OR,2,0.180,0,0.180,4.3,217.899,273.02,0,201.80,0.102,271.351,--undefined--,202.993,209.543,62.498,67.035
suborn,1067,3,4,13,MORGAN,6,0.410,0,0.410,4.48,180.026,216.85,0.015,92.10,0.392,205.495,185.268,185.829,141.663,62.881,73.402
suborn,1067,3,4,14,HELP,4,0.280,0.070,0.350,5.03,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,47.647,63.268
suborn,1067,4,1,1,THAT,3,0.190,0,0.190,0.71,162.597,165.55,0.052,159.99,0.092,165.552,162.663,159.994,--undefined--,62.064,77.062
suborn,1067,4,1,2,DILLON,5,0.300,0,0.300,0.9,214.320,281.64,0.300,179.47,0.112,--undefined--,180.268,203.360,258.473,67.371,74.819
suborn,1067,4,1,3,AND,3,0.190,0,0.190,1.2,271.607,307.02,0.057,191.32,0.190,293.486,299.796,276.160,216.986,66.541,70.790
suborn,1067,4,1,4,LAUREN,5,0.350,0.030,0.380,1.39,164.573,191.32,0,153.54,0.292,173.161,162.815,159.383,160.398,63.996,70.936
suborn,1067,4,1,5,OR,2,0.110,0,0.110,1.77,170.062,189.30,0.110,95.62,0.052,--undefined--,100.641,174.125,186.463,59.028,67.525
suborn,1067,4,1,6,MORGAN,6,0.350,0,0.350,1.88,175.048,196.91,0.025,149.06,0.350,192.653,176.606,168.135,157.021,60.970,71.034
suborn,1067,4,1,7,WOULD,3,0.120,0,0.120,2.23,143.977,149.06,0,140.90,0.045,145.961,141.789,144.203,--undefined--,61.346,66.595
suborn,1067,4,1,8,THAT,3,0.130,0,0.130,3.69,159.987,171.47,0.042,148.62,0.092,--undefined--,167.685,153.203,--undefined--,64.339,75.091
suborn,1067,4,1,9,MEGAN,5,0.420,0,0.420,3.82,212.506,310.99,0.277,94.44,0.042,144.773,182.641,286.431,175.923,66.009,81.225
suborn,1067,4,1,10,AND,3,0.150,0,0.150,4.24,154.448,172.02,0,146.95,0.081,163.645,153.996,150.827,149.324,62.770,68.516
suborn,1067,4,1,11,LAUREN,5,0.350,0.110,0.460,4.39,144.361,153.30,0.049,136.12,0.322,150.409,146.108,141.200,138.063,63.036,69.642
suborn,1067,4,1,12,OR,2,0.120,0,0.120,4.85,171.084,175.74,0.077,165.07,0.120,--undefined--,170.391,173.693,168.548,57.101,63.568
suborn,1067,4,1,13,MORGAN,6,0.450,0.100,0.550,4.97,150.035,167.91,0.016,139.43,0.291,160.079,146.298,143.071,--undefined--,58.473,66.173
suborn,1067,4,1,14,HELP,4,0.280,0.050,0.330,6.21,132.870,155.43,0.022,77.66,0.152,146.044,130.664,77.660,--undefined--,54.346,65.725
suborn,1067,4,2,1,THAT,3,0.120,0,0.120,0.69,171.556,184.31,0.050,161.36,0.120,--undefined--,183.412,173.528,163.670,72.423,82.676
suborn,1067,4,2,2,MEGAN,5,0.270,0,0.270,0.81,196.348,246.71,0.249,161.34,0,173.011,176.573,199.530,236.279,68.479,79.690
suborn,1067,4,2,3,AND,3,0.190,0,0.190,1.08,273.703,286.88,0.085,238.24,0,269.290,283.574,279.454,261.184,68.968,74.666
suborn,1067,4,2,4,DILLON,5,0.430,0,0.430,1.27,159.332,196.88,0.060,102.66,0.380,186.246,163.697,151.337,142.992,65.978,77.298
