experiment,participant,item,condition,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
suborn,1254,4,4,13,MORGAN,6,0.340,0,0.340,4.11,136.626,139.88,0.025,132.45,0.138,138.061,134.944,--undefined--,--undefined--,52.598,57.398
suborn,1254,4,4,14,HELP,4,0.320,0.020,0.340,4.6,75.285,75.29,0.092,75.29,0.092,--undefined--,75.285,--undefined--,--undefined--,46.034,54.707
suborn,1254,5,1,1,THAT,3,0.170,0,0.170,1.26,82.868,88.13,0.132,75.90,0.098,--undefined--,--undefined--,81.616,88.117,52.860,62.205
suborn,1254,5,1,2,MARION,6,0.490,0,0.490,1.43,149.780,167.15,0.072,141.96,0.432,161.650,152.484,146.182,145.308,57.388,63.627
suborn,1254,5,1,3,OR,2,0.170,0,0.170,1.92,114.322,155.41,0.007,76.83,0.122,105.926,77.447,77.429,135.737,52.211,56.325
suborn,1254,5,1,4,BENJAMIN,8,0.480,0,0.480,2.09,146.507,160.47,0.447,83.46,0.480,146.202,151.544,151.047,139.718,53.863,67.271
suborn,1254,5,1,5,AND,3,0.170,0,0.170,2.57,124.064,159.43,0.170,77.80,0.022,81.228,80.531,145.819,153.075,53.489,55.839
suborn,1254,5,1,6,JEREMY,6,0.400,0,0.400,2.74,109.684,171.64,0.383,75.35,0.219,159.930,78.966,78.386,168.123,54.154,61.999
suborn,1254,5,1,7,HAVE,3,0.150,0,0.150,3.14,163.048,170.79,0.082,153.70,0.012,156.291,--undefined--,166.906,--undefined--,50.356,52.407
suborn,1254,5,1,8,THAT,3,0.150,0,0.150,5.21,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,52.406,63.702
suborn,1254,5,1,9,MARION,6,0.510,0,0.510,5.36,144.185,154.49,0.095,106.61,0.507,150.950,144.566,143.511,141.276,55.209,58.432
suborn,1254,5,1,10,OR,2,0.110,0,0.110,5.87,142.461,150.45,0.096,111.84,0,112.033,--undefined--,147.392,149.390,54.635,58.146
suborn,1254,5,1,11,BENJAMIN,8,0.480,0,0.480,5.98,147.927,161.25,0.292,142.57,0.152,145.164,147.514,151.950,147.251,54.076,61.937
suborn,1254,5,1,12,AND,3,0.250,0,0.250,6.46,133.480,148.69,0.128,75.85,0.082,83.782,98.247,145.619,146.641,55.768,62.676
suborn,1254,5,1,13,LILLIAN,6,0.390,0,0.390,6.71,160.494,164.57,0.362,154.17,0.390,--undefined--,--undefined--,--undefined--,160.494,50.847,54.128
suborn,1254,5,1,14,GO,2,0.170,0,0.170,7.36,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,48.269,57.989
suborn,1254,5,2,1,THAT,3,0.190,0,0.190,1.35,164.965,165.10,0.085,164.83,0.095,--undefined--,165.006,164.829,--undefined--,51.057,62.318
suborn,1254,5,2,2,MARION,6,0.520,0,0.520,1.54,118.411,168.26,0.057,78.13,0.240,162.604,139.998,84.385,88.528,55.613,62.873
suborn,1254,5,2,3,OR,2,0.100,0,0.100,2.06,163.577,169.12,0.045,157.15,0.100,--undefined--,168.844,164.396,160.564,57.217,60.673
suborn,1254,5,2,4,JEREMY,6,0.450,0,0.450,2.16,85.806,157.15,0,75.04,0.266,144.798,84.074,80.622,80.923,54.396,60.855
suborn,1254,5,2,5,AND,3,0.160,0,0.160,2.61,142.203,160.25,0.048,77.13,0.006,105.692,157.843,154.067,--undefined--,50.715,56.122
suborn,1254,5,2,6,LILLIAN,6,0.440,0,0.440,2.77,107.251,167.75,0.015,66.48,0.180,156.406,116.731,77.537,77.181,53.326,59.408
suborn,1254,5,2,7,HAVE,3,0.130,0.050,0.180,3.21,79.911,83.72,0.065,75.59,0.005,75.771,83.723,81.155,78.944,50.059,53.547
suborn,1254,5,2,8,THAT,3,0.140,0,0.140,5.16,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,52.446,61.494
suborn,1254,5,2,9,MARION,6,0.550,0.020,0.570,5.3,149.023,170.99,0.079,73.90,0.060,140.864,150.696,151.319,150.995,55.267,60.527
suborn,1254,5,2,10,OR,2,0.070,0,0.070,5.87,108.297,156.62,0.066,75.42,0.040,88.352,85.356,95.647,152.900,54.511,57.849
suborn,1254,5,2,11,BENJAMIN,8,0.530,0.020,0.550,5.94,90.065,157.36,0.430,66.76,0.410,104.207,84.105,80.887,91.552,52.736,66.759
suborn,1254,5,2,12,AND,3,0.190,0,0.190,6.49,132.455,153.35,0.178,80.10,0.034,82.234,128.483,148.192,149.360,55.932,62.842
suborn,1254,5,2,13,LILLIAN,6,0.400,0,0.400,6.68,83.017,148.02,0,75.62,0.125,88.294,77.576,--undefined--,77.820,50.277,54.455
suborn,1254,5,2,14,GO,2,0.210,0.080,0.290,7.34,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,49.495,55.789
suborn,1254,5,3,1,THAT,3,0.180,0,0.180,1.25,161.511,172.14,0.023,157.49,0.103,166.531,159.880,157.933,--undefined--,52.160,60.398
suborn,1254,5,3,2,JEREMY,6,0.500,0,0.500,1.43,150.398,166.52,0.063,143.72,0.438,159.348,151.799,148.535,145.570,60.426,67.677
suborn,1254,5,3,3,OR,2,0.110,0,0.110,1.93,114.724,150.77,0.093,70.12,0.068,--undefined--,77.367,90.623,148.697,56.690,61.787
suborn,1254,5,3,4,BENJAMIN,8,0.440,0,0.440,2.04,139.939,160.47,0.283,75.13,0.116,112.739,138.733,155.499,150.925,54.194,61.834
suborn,1254,5,3,5,AND,3,0.160,0,0.160,2.48,135.022,152.26,0.069,75.15,0.138,150.714,150.797,148.703,89.872,52.488,54.305
suborn,1254,5,3,6,LILLIAN,6,0.400,0,0.400,2.64,118.902,159.72,0.268,67.60,0.048,109.867,152.744,134.306,78.691,53.018,57.670
suborn,1254,5,3,7,HAVE,3,0.150,0.070,0.220,3.04,83.758,89.60,0.117,77.25,0.003,77.329,--undefined--,86.368,83.335,49.193,51.931
suborn,1254,5,3,8,THAT,3,0.200,0,0.200,4.72,157.953,161.62,0.106,153.74,0.143,--undefined--,159.280,157.613,--undefined--,56.890,66.710
suborn,1254,5,3,9,MARION,6,0.480,0,0.480,4.92,149.461,159.13,0.065,138.51,0.013,153.285,150.666,146.969,147.127,58.283,65.030
suborn,1254,5,3,10,OR,2,0.160,0,0.160,5.4,152.905,154.62,0.115,149.82,0.160,--undefined--,--undefined--,153.999,152.296,52.705,57.587
suborn,1254,5,3,11,BENJAMIN,8,0.470,0,0.470,5.56,117.052,149.82,0,74.86,0.357,147.508,147.347,78.725,100.955,52.513,62.720
suborn,1254,5,3,12,AND,3,0.170,0,0.170,6.03,109.308,149.33,0.103,75.25,0.073,76.237,75.623,147.223,143.747,52.511,54.890
suborn,1254,5,3,13,LILLIAN,6,0.390,0,0.390,6.2,112.792,149.44,0.173,76.39,0.314,147.620,148.680,78.381,77.529,53.264,56.557
suborn,1254,5,3,14,GO,2,0.240,0.040,0.280,6.88,118.760,159.79,0.214,68.59,0.148,--undefined--,82.084,107.014,157.818,50.478,59.210
suborn,1254,5,4,1,THAT,3,0.170,0,0.170,1.39,146.412,149.20,0.070,143.58,0.110,--undefined--,148.105,144.732,--undefined--,54.783,66.162
suborn,1254,5,4,2,JEREMY,6,0.370,0,0.370,1.56,147.192,153.63,0.060,142.92,0.208,151.947,147.284,144.658,147.713,59.585,65.683
suborn,1254,5,4,7,HAS,3,0.230,0,0.230,1.93,155.072,164.20,0.069,150.21,0.080,152.053,156.986,--undefined--,--undefined--,55.049,69.819
suborn,1254,5,4,8,THAT,3,0.170,0,0.170,3.79,155.603,166.74,0.050,150.53,0.104,--undefined--,158.817,151.345,--undefined--,54.955,65.189
suborn,1254,5,4,9,MARION,6,0.440,0,0.440,3.96,144.537,154.02,0.068,131.70,0.020,148.880,145.978,142.928,140.960,57.722,61.059
suborn,1254,5,4,10,OR,1,0.080,0,0.080,4.4,145.321,147.25,0.003,143.60,0.023,145.887,144.222,145.051,146.124,58.515,59.526
suborn,1254,5,4,11,BENJAMIN,8,0.460,0,0.460,4.48,142.937,148.61,0.210,136.16,0.415,142.119,145.355,143.831,139.980,54.334,61.766
suborn,1254,5,4,12,AND,3,0.220,0,0.220,4.94,149.815,152.97,0.170,145.79,0.220,--undefined--,--undefined--,150.432,149.479,51.665,53.315
suborn,1254,5,4,13,LILLIAN,6,0.380,0,0.380,5.16,116.638,145.79,0,74.99,0.344,139.671,127.744,92.847,84.483,50.765,53.712
suborn,1254,5,4,14,GO,2,0.250,0.060,0.310,5.78,97.985,108.32,0.140,90.43,0.190,--undefined--,--undefined--,99.495,95.120,49.869,56.510
suborn,1254,6,1,1,THAT,3,0.160,0,0.160,1.4,153.991,155.28,0.083,152.92,0.104,--undefined--,154.218,153.901,--undefined--,52.980,63.175
suborn,1254,6,1,2,MARION,6,0.530,0,0.530,1.56,149.370,159.30,0.083,141.41,0.424,155.773,151.363,148.355,144.282,57.019,62.199
suborn,1254,6,1,3,OR,2,0.090,0,0.090,2.09,150.113,152.65,0.064,145.59,0.090,--undefined--,--undefined--,152.467,149.178,55.861,57.792
suborn,1254,6,1,4,BENJAMIN,8,0.510,0,0.510,2.18,146.511,150.50,0.294,138.97,0.014,145.343,146.635,147.987,145.836,51.888,61.294
suborn,1254,6,1,5,AND,3,0.180,0,0.180,2.69,146.768,148.59,0.136,144.33,0.180,--undefined--,148.157,147.634,145.857,53.372,57.477
suborn,1254,6,1,6,JEREMY,6,0.380,0,0.380,2.87,86.075,144.33,0,75.83,0.222,144.055,85.278,82.710,76.987,52.477,57.388
suborn,1254,6,1,7,HAVE,3,0.140,0.050,0.190,3.25,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,51.784,53.327
suborn,1254,6,1,8,THAT,3,0.130,0,0.130,5.26,144.260,144.50,0.074,144.02,0.064,--undefined--,144.031,144.369,--undefined--,51.785,60.996
suborn,1254,6,1,9,MARION,6,0.420,0,0.420,5.39,144.753,162.85,0.078,75.37,0.064,136.269,147.990,146.013,144.008,58.329,62.524
suborn,1254,6,1,10,OR,1,0.080,0,0.080,5.81,143.592,145.61,0.002,141.75,0.017,143.528,143.091,143.782,143.969,56.115,56.554
suborn,1254,6,1,11,BENJAMIN,8,0.470,0,0.470,5.89,145.420,159.27,0.304,137.53,0.024,140.680,144.659,149.731,145.043,52.833,62.697
suborn,1254,6,1,12,AND,3,0.210,0,0.210,6.36,135.317,146.15,0.146,94.04,0.074,--undefined--,94.793,143.676,142.965,53.744,57.759
suborn,1254,6,1,13,LILLIAN,6,0.360,0,0.360,6.57,144.376,148.42,0.339,141.28,0.226,145.134,144.700,142.442,145.226,53.149,55.749
suborn,1254,6,1,14,GO,2,0.200,0.130,0.330,7.18,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,48.264,56.063
suborn,1254,6,2,1,THAT,3,0.140,0,0.140,1.2,155.986,160.48,0.134,153.64,0.105,--undefined--,158.098,155.478,156.454,58.214,65.607
suborn,1254,6,2,2,MARION,6,0.530,0,0.530,1.34,141.793,157.57,0.110,75.86,0.088,119.998,148.747,144.432,143.127,58.386,64.663
suborn,1254,6,2,3,OR,2,0.110,0,0.110,1.87,149.372,153.10,0.034,145.16,0.110,--undefined--,152.089,149.141,147.050,57.531,59.650
suborn,1254,6,2,4,JEREMY,6,0.550,0.040,0.590,1.98,140.417,147.59,0.127,129.06,0.283,144.254,139.302,139.264,141.137,52.882,60.144
suborn,1254,6,2,5,AND,3,0.190,0,0.190,2.57,146.854,152.92,0.094,140.33,0.190,--undefined--,152.901,148.619,144.347,55.194,60.796
suborn,1254,6,2,6,LILLIAN,6,0.370,0,0.370,2.76,121.456,148.59,0.087,75.54,0.358,145.685,144.796,98.237,77.407,51.733,57.101
suborn,1254,6,2,7,HAVE,3,0.150,0,0.150,3.13,144.232,146.16,0.144,142.00,0.111,--undefined--,--undefined--,142.696,144.790,52.133,54.525
suborn,1254,6,2,8,THAT,3,0.130,0,0.130,5.02,155.434,157.23,0.064,154.12,0.094,--undefined--,157.218,155.182,154.116,54.386,63.967
suborn,1254,6,2,9,MARION,6,0.570,0,0.570,5.15,145.772,157.82,0.107,84.08,0.064,139.577,149.659,146.587,145.443,56.238,61.939
suborn,1254,6,2,10,OR,2,0.110,0,0.110,5.72,154.502,155.49,0.054,151.56,0.110,--undefined--,155.493,155.096,153.699,53.675,57.281
suborn,1254,6,2,11,BENJAMIN,8,0.510,0.010,0.520,5.83,144.981,153.38,0.191,136.58,0.350,148.122,149.283,140.913,143.371,51.633,64.292
suborn,1254,6,2,12,AND,3,0.200,0,0.200,6.35,141.392,152.40,0.067,81.59,0.044,91.778,148.039,143.995,145.285,51.907,57.475
suborn,1254,6,2,13,LILLIAN,6,0.370,0,0.370,6.55,78.934,84.20,0.309,75.50,0.349,--undefined--,--undefined--,--undefined--,78.934,49.859,52.372
suborn,1254,6,2,14,GO,2,0.230,0.050,0.280,7.18,87.957,92.26,0.184,80.81,0.230,--undefined--,88.252,87.768,88.117,48.054,57.056
suborn,1254,6,3,1,THAT,3,0.150,0,0.150,1.38,88.630,89.48,0.100,88.06,0.080,--undefined--,--undefined--,88.630,--undefined--,57.553,65.294
suborn,1254,6,3,2,JEREMY,6,0.500,0,0.500,1.53,154.251,187.05,0.140,147.49,0.484,--undefined--,161.607,152.728,149.028,58.286,64.481
suborn,1254,6,3,3,OR,1,0.100,0,0.100,2.03,99.345,159.14,0.015,67.59,0.035,146.248,83.438,84.473,83.220,54.624,55.911
suborn,1254,6,3,4,BENJAMIN,8,0.550,0,0.550,2.13,121.726,166.33,0.310,77.55,0.250,83.724,81.782,153.576,149.798,53.489,62.999
suborn,1254,6,3,5,AND,3,0.130,0,0.130,2.68,152.364,154.76,0.111,149.40,0.018,150.573,152.395,152.827,153.661,53.898,54.893
suborn,1254,6,3,6,LILLIAN,6,0.440,0,0.440,2.81,130.103,161.28,0.266,65.79,0.285,153.624,157.503,115.481,80.192,54.111,56.916
suborn,1254,6,3,7,HAVE,3,0.160,0.060,0.220,3.25,82.757,88.65,0.110,75.03,0.010,76.138,--undefined--,87.838,--undefined--,52.282,56.081
suborn,1254,6,3,8,THAT,3,0.170,0,0.170,5.11,164.648,168.12,0.065,161.18,0.093,--undefined--,167.197,162.159,--undefined--,51.354,62.810
suborn,1254,6,3,9,MARION,6,0.430,0,0.430,5.28,151.853,174.66,0.055,74.47,0.036,143.763,156.357,154.226,151.157,57.980,61.087
suborn,1254,6,3,10,OR,1,0.080,0,0.080,5.71,152.387,154.81,0.007,150.40,0.039,153.984,151.337,151.577,152.650,57.606,58.078
suborn,1254,6,3,11,BENJAMIN,8,0.510,0,0.510,5.79,152.719,168.40,0.510,144.63,0.135,148.739,151.789,156.461,153.277,53.989,67.282
suborn,1254,6,3,12,AND,3,0.190,0,0.190,6.3,153.992,168.86,0.0004,149.89,0.090,168.847,150.290,153.169,153.894,56.043,57.158
suborn,1254,6,3,13,LILLIAN,6,0.390,0,0.390,6.49,111.994,155.33,0.009,75.25,0.195,152.590,128.427,83.430,83.528,53.881,57.533
suborn,1254,6,3,14,GO,2,0.230,0.040,0.270,7.18,93.994,102.65,0.186,81.27,0.080,--undefined--,83.028,100.383,98.921,48.287,53.779
suborn,1254,6,4,1,THAT,3,0.160,0,0.160,1.44,139.832,140.38,0.073,139.29,0.063,--undefined--,139.832,--undefined--,--undefined--,53.936,64.907
suborn,1254,6,4,2,JEREMY,6,0.350,0,0.350,1.6,127.801,161.98,0.239,71.21,0.258,152.166,148.862,138.286,78.485,57.725,64.471
suborn,1254,6,4,7,HAS,3,0.240,0,0.240,1.95,79.606,81.32,0.143,76.74,0.113,--undefined--,77.427,80.532,--undefined--,55.846,66.916
suborn,1254,6,4,8,THAT,3,0.130,0,0.130,3.78,151.206,153.05,0.053,147.70,0.093,--undefined--,152.961,150.353,147.702,55.384,66.187
suborn,1254,6,4,9,MARION,6,0.580,0,0.580,3.91,146.769,156.89,0.108,143.29,0.564,152.807,146.696,145.989,145.253,56.869,60.749
suborn,1254,6,4,10,OR,1,0.070,0,0.070,4.49,142.864,150.46,0.003,136.43,0.063,150.077,--undefined--,--undefined--,137.982,53.892,55.043
suborn,1254,6,4,11,BENJAMIN,8,0.510,0,0.510,4.56,143.261,154.31,0.303,137.24,0.103,140.563,143.532,145.411,142.599,53.578,62.004
suborn,1254,6,4,12,AND,3,0.270,0,0.270,5.07,132.182,142.01,0.270,80.94,0.093,--undefined--,84.537,140.105,138.738,53.967,59.492
suborn,1254,6,4,13,LILLIAN,6,0.440,0,0.440,5.34,115.673,157.07,0.437,74.92,0.243,141.293,94.651,75.450,96.327,51.522,54.543
suborn,1254,6,4,14,GO,2,0.210,0.070,0.280,6.09,93.023,101.84,0.121,84.19,0.143,--undefined--,--undefined--,93.023,--undefined--,50.857,58.764
suborn,1254,7,1,1,THAT,3,0.320,0,0.320,2.65,77.559,79.56,0.084,75.65,0.209,79.560,78.128,76.898,78.131,54.255,64.296
suborn,1254,7,1,2,MARJORIE,6,0.430,0,0.430,2.97,147.310,174.13,0.304,83.54,0.054,133.098,149.530,163.081,149.501,57.297,64.468
suborn,1254,7,1,3,AND,3,0.210,0,0.210,3.4,143.272,147.53,0.0003,138.37,0.194,145.597,142.757,143.536,141.199,57.672,60.899
suborn,1254,7,1,4,LOGAN,5,0.270,0,0.270,3.61,139.815,149.35,0.005,136.54,0.114,141.237,137.962,140.510,139.557,54.100,61.803
suborn,1254,7,1,5,OR,2,0.070,0,0.070,3.88,142.237,143.00,0.006,141.64,0.022,142.429,141.995,142.468,--undefined--,53.305,53.538
suborn,1254,7,1,6,SALLY,4,0.390,0,0.390,3.95,94.612,144.35,0.164,75.64,0.254,--undefined--,142.189,76.745,76.845,58.867,65.806
suborn,1254,7,1,7,WERE,2,0.130,0,0.130,4.34,107.341,150.52,0.126,74.89,0.077,--undefined--,75.972,75.023,148.295,53.665,56.353
suborn,1254,7,1,8,THAT,3,0.150,0,0.150,7.56,141.168,147.94,0.074,130.21,0.104,--undefined--,147.920,139.931,--undefined--,56.928,64.611
suborn,1254,7,1,9,MARJORIE,6,0.510,0,0.510,7.71,143.732,151.07,0.100,134.77,0.510,148.707,144.425,144.198,139.796,55.762,60.004
suborn,1254,7,1,10,AND,3,0.150,0,0.150,8.22,140.681,144.88,0.063,134.66,0,136.299,143.067,142.893,--undefined--,51.694,55.756
suborn,1254,7,1,11,LOGAN,5,0.290,0,0.290,8.37,140.991,145.39,0.284,135.61,0.189,--undefined--,--undefined--,138.580,142.637,52.852,59.071
suborn,1254,7,1,12,OR,2,0.120,0,0.120,8.66,94.306,146.58,0.120,75.85,0.054,83.647,79.301,75.939,146.239,52.550,55.870
suborn,1254,7,1,13,MOLLY,4,0.290,0,0.290,8.78,143.697,152.27,0.019,133.95,0.247,148.597,141.113,142.368,142.709,56.514,58.638
suborn,1254,7,1,14,NOMINATED,9,0.650,0.100,0.750,9.21,113.743,152.16,0.054,76.85,0.574,139.548,--undefined--,--undefined--,79.336,50.288,57.039
suborn,1254,7,2,1,THAT,3,0.110,0,0.110,0.77,179.383,204.06,0.043,165.34,0.110,170.176,197.524,182.652,171.416,58.129,65.584
suborn,1254,7,2,2,MARJORIE,6,0.430,0,0.430,0.88,154.163,168.64,0.093,84.90,0.058,125.338,162.946,161.476,164.780,58.497,63.186
suborn,1254,7,2,3,AND,3,0.170,0,0.170,1.31,157.991,161.89,0,153.10,0.163,159.829,156.844,158.252,157.005,59.285,63.403
suborn,1254,7,2,4,SALLY,4,0.400,0,0.400,1.48,115.222,162.21,0.113,72.51,0.258,--undefined--,155.720,115.351,77.466,59.759,65.285
suborn,1254,7,2,5,OR,1,0.090,0,0.090,1.88,154.570,154.57,0.090,154.57,0.090,--undefined--,--undefined--,--undefined--,154.570,54.114,55.966
suborn,1254,7,2,6,MOLLY,4,0.330,0,0.330,1.97,154.810,160.91,0.330,152.44,0.116,156.437,153.355,154.130,155.318,53.587,56.293
suborn,1254,7,2,7,WERE,2,0.120,0,0.120,2.3,90.206,162.58,0.003,66.85,0.109,150.210,82.557,84.525,83.535,50.372,56.333
suborn,1254,7,2,8,THAT,3,0.150,0,0.150,4.92,151.280,155.21,0.063,148.70,0.083,--undefined--,153.118,149.031,--undefined--,52.882,62.771
suborn,1254,7,2,9,MARJORIE,6,0.550,0,0.550,5.07,149.160,156.05,0.054,140.39,0.233,153.109,148.351,149.306,146.881,54.792,61.878
suborn,1254,7,2,10,AND,3,0.100,0,0.100,5.62,150.249,160.22,0.095,148.36,0.035,149.109,148.419,149.071,154.397,51.888,53.227
suborn,1254,7,2,11,LOGAN,5,0.260,0,0.260,5.72,107.344,157.38,0,80.40,0.255,147.119,--undefined--,86.959,84.579,51.360,57.960
suborn,1254,7,2,12,OR,1,0.100,0,0.100,5.98,96.620,153.97,0.083,77.09,0.063,82.355,78.213,77.403,151.117,54.265,55.131
suborn,1254,7,2,13,MOLLY,4,0.320,0,0.320,6.08,147.948,152.03,0.080,145.75,0.112,149.225,147.039,147.095,148.432,54.473,57.647
suborn,1254,7,2,14,NOMINATED,9,0.650,0.100,0.750,6.52,140.854,155.99,0.028,75.09,0.543,149.892,147.785,139.578,100.241,51.605,55.908
suborn,1254,7,3,1,THAT,3,0.190,0.030,0.220,0.76,202.109,206.82,0.093,183.15,0,184.254,206.236,202.402,--undefined--,56.206,65.522
suborn,1254,7,3,2,SALLY,4,0.400,0,0.400,0.98,166.574,178.21,0.112,160.32,0.400,--undefined--,171.882,164.496,163.723,61.982,67.489
suborn,1254,7,3,3,AND,3,0.150,0,0.150,1.38,160.226,162.71,0.077,155.42,0.132,159.708,160.757,161.613,158.094,54.825,60.701
suborn,1254,7,3,4,LOGAN,5,0.310,0,0.310,1.53,83.430,84.87,0.310,81.44,0.252,--undefined--,--undefined--,--undefined--,83.430,52.066,58.678
suborn,1254,7,3,5,OR,2,0.130,0,0.130,1.84,129.398,163.66,0.113,70.92,0.067,85.177,82.394,131.268,163.074,56.081,58.957
suborn,1254,7,3,6,MOLLY,4,0.330,0,0.330,1.97,157.294,165.00,0.022,152.62,0.330,163.118,155.971,154.800,155.287,57.047,58.790
suborn,1254,7,3,7,WERE,2,0.110,0,0.110,2.3,153.742,156.93,0.060,147.72,0.022,149.773,153.145,156.276,155.774,55.263,58.368
suborn,1254,7,3,8,THAT,3,0.190,0,0.190,5.1,152.229,164.25,0.072,142.61,0.132,--undefined--,157.924,148.461,--undefined--,56.098,67.053
suborn,1254,7,3,9,MARJORIE,6,0.500,0.010,0.510,5.29,154.437,167.51,0.042,149.59,0.119,155.788,152.559,153.234,155.563,55.572,60.723
suborn,1254,7,3,10,AND,3,0.190,0,0.190,5.8,153.225,156.78,0.091,147.98,0.167,--undefined--,154.830,154.629,150.540,56.729,62.593
suborn,1254,7,3,11,LOGAN,5,0.520,0,0.520,5.99,121.483,156.65,0.511,68.55,0.227,151.089,107.440,78.489,141.679,52.038,59.132
suborn,1254,7,3,12,OR,1,0.030,0,0.030,6.51,153.708,155.95,0,151.18,0.030,155.455,154.211,153.213,151.953,55.006,55.755
suborn,1254,7,3,13,MOLLY,4,0.310,0,0.310,6.54,94.720,151.18,0,67.49,0.047,112.579,77.255,--undefined--,80.883,53.003,56.168
suborn,1254,7,3,14,NOMINATED,9,0.670,0.030,0.700,6.94,102.447,185.63,0.542,77.79,0.141,84.007,--undefined--,--undefined--,182.786,45.306,55.090
suborn,1254,7,4,1,THAT,3,0.180,0,0.180,0.8,169.556,171.23,0.071,166.53,0.091,--undefined--,170.334,166.578,--undefined--,54.441,64.391
suborn,1254,7,4,2,SALLY,4,0.370,0,0.370,0.98,152.467,161.33,0.121,144.40,0.370,--undefined--,157.172,152.578,148.858,63.184,69.237
suborn,1254,7,4,7,WAS,3,0.160,0,0.160,1.35,149.870,152.53,0.070,144.29,0,147.542,151.514,151.558,--undefined--,56.940,67.757
suborn,1254,7,4,8,THAT,3,0.160,0,0.160,4,147.634,149.86,0.091,145.31,0.103,--undefined--,--undefined--,147.634,--undefined--,53.806,65.685
suborn,1254,7,4,9,MARJORIE,6,0.580,0,0.580,4.16,148.042,165.82,0.341,140.69,0.231,150.344,146.607,149.638,145.757,55.142,60.371
suborn,1254,7,4,10,AND,3,0.180,0,0.180,4.74,144.624,147.47,0.114,140.31,0.151,--undefined--,144.764,145.948,141.791,51.778,55.682
suborn,1254,7,4,11,LOGAN,5,0.300,0,0.300,4.92,132.217,147.89,0.028,77.31,0.271,145.199,143.534,142.466,78.782,50.982,56.677
suborn,1254,7,4,12,OR,2,0.110,0,0.110,5.22,88.670,140.55,0.110,78.11,0.081,83.068,--undefined--,78.106,109.635,52.873,54.275
suborn,1254,7,4,13,MOLLY,4,0.330,0,0.330,5.33,144.527,146.06,0.074,140.55,0.001,144.873,142.925,145.137,145.304,53.953,56.091
suborn,1254,7,4,14,NOMINATED,9,0.640,0.030,0.670,5.78,77.591,82.25,0.386,74.27,0.367,78.030,76.842,78.384,--undefined--,48.147,53.552
suborn,1254,8,1,1,THAT,3,0.180,0,0.180,0.9,97.548,102.33,0.122,93.23,0.081,94.936,96.638,101.833,--undefined--,50.603,60.823
suborn,1254,8,1,2,MARJORIE,6,0.430,0,0.430,1.08,170.738,182.18,0.062,94.34,0.042,165.860,178.267,172.821,165.035,60.886,68.417
suborn,1254,8,1,3,AND,3,0.110,0,0.110,1.51,160.101,162.48,0,158.47,0.090,161.029,160.504,160.025,158.845,57.654,63.173
suborn,1254,8,1,4,LOGAN,5,0.250,0,0.250,1.62,157.828,163.44,0.012,88.75,0.250,159.957,159.149,154.544,88.750,53.608,60.164
suborn,1254,8,1,5,OR,1,0.100,0,0.100,1.87,91.183,96.41,0.042,83.03,0.100,92.546,93.764,92.269,86.153,57.379,59.865
suborn,1254,8,1,6,SALLY,4,0.390,0,0.390,1.97,142.411,171.16,0.172,81.90,0.012,82.246,169.829,162.434,115.800,58.069,63.024
suborn,1254,8,1,7,WERE,2,0.110,0,0.110,2.36,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,51.419,56.283
suborn,1254,8,1,8,THAT,3,0.160,0,0.160,4.77,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,53.444,61.755
suborn,1254,8,1,9,MARJORIE,6,0.490,0,0.490,4.93,144.718,173.88,0.302,67.48,0.437,154.802,154.793,153.340,121.084,56.445,63.614
suborn,1254,8,1,10,AND,3,0.090,0,0.090,5.42,151.638,155.46,0.057,148.47,0.021,149.156,150.226,154.515,154.055,53.525,55.518
suborn,1254,8,1,11,LOGAN,5,0.270,0,0.270,5.51,81.839,86.48,0.068,74.90,0.042,82.523,80.415,--undefined--,--undefined--,50.702,57.447
suborn,1254,8,1,12,OR,1,0.100,0,0.100,5.78,86.860,157.18,0.100,77.09,0.047,--undefined--,83.470,82.833,98.773,55.032,56.872
suborn,1254,8,1,13,MOLLY,4,0.300,0,0.300,5.88,148.157,158.09,0.009,144.35,0.086,150.972,146.070,148.364,147.185,55.032,57.833
suborn,1254,8,1,14,NOMINATED,9,0.600,0.080,0.680,6.31,83.019,86.87,0.552,78.71,0.050,81.887,--undefined--,--undefined--,86.413,49.446,55.460
suborn,1254,8,2,1,THAT,3,0.140,0,0.140,0.66,170.102,175.26,0.071,166.20,0,166.291,175.260,171.898,167.465,57.309,67.219
