word,element_number,duration,relative_duration,discourse,speaker,Mean_F0,Mean_F0_relative,Mean_Intensity,Mean_Intensity_relative
benjamin,5,0.7199999999999998,0.8578863438885438,suborn_1284_6_3,suborn_1284,126.75297872340425,0.15935355742006635,59.28722222222222,0.25790100847948594
benjamin,5,0.5099999999999998,-0.20861565949507124,suborn_1284_6_1,suborn_1284,104.433,-0.7379675215210574,59.734313725490196,-0.0730711458759545
benjamin,5,0.6299999999999999,0.3359419054576347,suborn_1284_6_2,suborn_1284,128.52552631578948,0.10933965511236643,58.60285714285715,0.08195068547876802
benjamin,3,0.56,0.07694571727610056,suborn_1284_5_4,suborn_1284,107.86358974358974,-0.595075694740511,59.56785714285714,-0.08358224992670335
benjamin,2,0.47,-0.4089683750377744,suborn_1284_6_1,suborn_1284,111.95617647058823,-0.4339155543888515,61.79191489361702,0.2884484837767378
benjamin,5,0.5899999999999999,0.2491008200733616,suborn_1284_5_1,suborn_1284,118.301875,-0.16049325283304178,60.95830508474576,0.2113442612094639
benjamin,2,0.46999999999999975,-0.3481293090232086,suborn_1284_5_3,suborn_1284,113.94114285714285,-0.34401860599893724,62.16787234042553,0.2803036754989643
benjamin,5,0.5599999999999996,0.05177034780808551,suborn_1284_5_3,suborn_1284,113.93729729729729,-0.33206356408455556,58.39035714285714,-0.1557844469019573
benjamin,3,0.6100000000000003,0.2712942689656061,suborn_1284_6_4,suborn_1284,111.99121212121211,-0.4836357704010219,60.405573770491806,0.19675778572669575
benjamin,2,0.5000000000000002,-0.20567567682440158,suborn_1284_5_1,suborn_1284,145.3321875,0.8622304421790685,64.7578,0.6970007961809571
marjorie,1,0.4799999999999999,-0.297184298478793,suborn_1284_8_2,suborn_1284,141.81425,0.9723531615654318,67.884375,0.9498573415757413
marjorie,4,0.5800000000000001,0.1293423611537068,suborn_1284_8_1,suborn_1284,130.72836734693877,0.4150264552738929,64.0153448275862,0.2879822787077667
marjorie,4,0.5800000000000001,0.20396000909965184,suborn_1284_8_2,suborn_1284,119.62177777777778,-0.030212775390871856,62.57310344827586,-0.011501339197059068
marjorie,4,0.6499999999999995,0.41845351850956825,suborn_1284_7_3,suborn_1284,108.65860465116279,-0.2816183933313094,62.69184615384616,0.023489999979518852
marjorie,1,0.46,-0.37182992574225116,suborn_1284_8_1,suborn_1284,152.92921052631579,1.4065157942613526,67.63891304347825,0.9271432506206386
marjorie,2,0.6300000000000003,0.5680691423449369,suborn_1284_7_4,suborn_1284,132.55274509803922,0.48140701763154015,63.642380952380954,0.18435924977338042
marjorie,4,0.6099999999999994,0.3155521668841257,suborn_1284_7_2,suborn_1284,109.54857142857142,-0.34153439684685405,62.05393442622951,-0.0622829655951649
marjorie,1,0.5499999999999999,0.11068328929071833,suborn_1284_7_2,suborn_1284,119.6032558139535,0.10624428644980313,62.42854545454546,0.0765353622488799
marjorie,1,0.47999999999999987,-0.2627978710768818,suborn_1284_7_1,suborn_1284,111.92423076923077,-0.4355764417281499,61.36541666666667,-0.233409604821532
marjorie,4,0.7599999999999998,0.9960703259657457,suborn_1284_7_1,suborn_1284,112.67301886792453,-0.2497215869169303,57.45486842105263,-0.7869856056465996
logan,3,0.35000000000000053,-0.2887928561015556,suborn_1284_8_4,suborn_1284,108.86129032258064,-0.5420250590562453,60.21771428571429,-0.2414649895926292
logan,5,0.47000000000000064,0.6258054009604477,suborn_1284_8_1,suborn_1284,101.78594594594594,-0.7879679460813661,61.17404255319149,-0.10502266637361349
logan,5,0.5700000000000003,1.6240331031920345,suborn_1284_8_2,suborn_1284,122.3980487804878,-0.06027086591566624,57.9580701754386,-0.5539154803230489
logan,5,0.3799999999999999,-0.13615416358892565,suborn_1284_7_3,suborn_1284,104.2075,-0.7059324220336786,61.28868421052631,-0.07824417185927005
logan,2,0.36,-0.18427890315279982,suborn_1284_8_1,suborn_1284,104.641,-0.6967126261590278,60.43555555555555,-0.1292677366920046
logan,3,0.43000000000000016,0.16880094533062462,suborn_1284_7_4,suborn_1284,108.31736842105263,-0.5649524465752628,62.14093023255814,0.019027447847386973
logan,2,0.3800000000000001,-0.13855833427147196,suborn_1284_7_3,suborn_1284,132.66375,0.29365338524224055,63.845263157894735,0.30080826011468936
logan,5,0.6600000000000001,1.752747356510586,suborn_1284_7_2,suborn_1284,132.8090909090909,0.1085237424414403,63.24454545454545,0.11938049525552909
logan,2,0.33000000000000007,-0.5279801308680567,suborn_1284_7_1,suborn_1284,156.39939393939395,1.089555428979525,64.81939393939393,0.4225617172901108
logan,5,0.45999999999999996,0.5075811784424791,suborn_1284_7_1,suborn_1284,104.5657894736842,-0.6985712050494163,59.58978260869565,-0.37483403472269716
marvin,2,0.44999999999999996,0.29747268754556244,suborn_1284_2_3,suborn_1284,120.15514285714286,-0.2440044514264946,63.008,0.36801904655258766
marvin,5,0.4899999999999993,0.46973171516669254,suborn_1284_2_3,suborn_1284,94.8965625,-1.08140086467435,56.60918367346939,-0.6363297363289719
marvin,2,0.51,0.7976005485642993,suborn_1284_2_1,suborn_1284,119.46936170212766,-0.14200893492908037,63.286274509803924,0.4672442101610282
marvin,5,0.3899999999999997,-0.20196771456420548,suborn_1284_2_1,suborn_1284,112.92051282051283,-0.3794579417358914,63.42307692307693,0.40340508522362206
marvin,3,0.5,0.49719237114902815,suborn_1284_1_4,suborn_1284,122.75857142857143,0.12734817560301506,63.816,0.635139229286382
marvin,2,0.41999999999999993,0.03751587260933837,suborn_1284_1_3,suborn_1284,132.15076923076924,0.3648615335090065,63.598333333333336,0.4744296409190338
marvin,5,0.40000000000000036,0.00835713884368526,suborn_1284_1_3,suborn_1284,175.772,2.011671972006629,61.85175,0.01619039361978376
marvin,5,0.3599999999999999,-0.44088309410490406,suborn_1284_1_2,suborn_1284,142.90583333333333,0.7921700356926501,62.74861111111111,0.29912444394619286
